unitid,effylev,lstudy,"xfyrac01",fyrace01,"xfyrac02",fyrace02,"xfyrac03",fyrace03,"xfyrac04",fyrace04,"xfyrac05",fyrace05,"xfyrac06",fyrace06,"xfyrac07",fyrace07,"xfyrac08",fyrace08,"xfyrac09",fyrace09,"xfyrac10",fyrace10,"xfyrac11",fyrace11,"xfyrac12",fyrace12,"xfyrac13",fyrace13,"xfyrac14",fyrace14,"xfyrac15",fyrace15,"xfyrac16",fyrace16,"xfyrac17",fyrace17,"xfyrac18",fyrace18,"xfyrac19",fyrace19,"xfyrac20",fyrace20,"xfyrac21",fyrace21,"xfyrac22",fyrace22,"xfyrac23",fyrace23,"xfyrac24",fyrace24
"100751","1","999",10,"768",10,"421",10,"1129",10,"1938",10,"70",10,"67",10,"118",10,"122",10,"107",10,"118",10,"8210",10,"9265",13,"0",13,"0",10,"10402",10,"11931",10,"1189",10,"3067",10,"137",10,"240",10,"225",10,"17475",13,"0",10,"22333"
"100751","2","1",10,"352",10,"233",10,"991",10,"1604",10,"56",10,"51",10,"98",10,"99",10,"83",10,"86",10,"6642",10,"6985",13,"0",13,"0",10,"8222",10,"9058",10,"585",10,"2595",10,"107",10,"197",10,"169",10,"13627",13,"0",10,"17280"
"100751","3","2",10,"6",10,"6",10,"16",10,"29",10,"5",10,"1",10,"5",10,"6",10,"1",10,"4",10,"341",10,"193",13,"0",13,"0",10,"374",10,"239",10,"12",10,"45",10,"6",10,"11",10,"5",10,"534",13,"0",10,"613"
"100751","4","3",10,"410",10,"182",10,"122",10,"305",10,"9",10,"15",10,"15",10,"17",10,"23",10,"28",10,"1227",10,"2087",13,"0",13,"0",10,"1806",10,"2634",10,"592",10,"427",10,"24",10,"32",10,"51",10,"3314",13,"0",10,"4440"
"100760","1","999",13,"0",13,"0",10,"118",10,"499",10,"3",10,"3",10,"3",10,"4",10,"6",10,"13",10,"741",10,"1192",10,"7",10,"7",10,"878",10,"1718",13,"0",10,"617",10,"6",10,"7",10,"19",10,"1933",10,"14",10,"2596"
"100760","2","1",13,"0",13,"0",10,"118",10,"499",10,"3",10,"3",10,"3",10,"4",10,"6",10,"13",10,"741",10,"1192",10,"7",10,"7",10,"878",10,"1718",13,"0",10,"617",10,"6",10,"7",10,"19",10,"1933",10,"14",10,"2596"
"100812","1","999",13,"0",13,"0",10,"141",10,"267",10,"23",10,"45",10,"12",10,"13",10,"8",10,"11",10,"1021",10,"1920",10,"22",10,"34",10,"1227",10,"2290",13,"0",10,"408",10,"68",10,"25",10,"19",10,"2941",10,"56",10,"3517"
"100812","2","1",10,"0",10,"0",10,"141",10,"267",10,"23",10,"45",10,"12",10,"13",10,"8",10,"11",10,"1021",10,"1920",10,"22",10,"34",10,"1227",10,"2290",13,"0",10,"408",10,"68",10,"25",10,"19",10,"2941",10,"56",10,"3517"
"100830","1","999",13,"0",13,"0",10,"630",10,"1650",10,"18",10,"20",10,"46",10,"75",10,"29",10,"56",10,"1730",10,"2480",10,"27",10,"46",10,"2480",10,"4327",13,"0",10,"2280",10,"38",10,"121",10,"85",10,"4210",10,"73",10,"6807"
"100830","2","1",10,"0",10,"0",10,"533",10,"1319",10,"14",10,"18",10,"37",10,"64",10,"23",10,"49",10,"1442",10,"2026",10,"25",10,"44",10,"2074",10,"3520",13,"0",10,"1852",10,"32",10,"101",10,"72",10,"3468",10,"69",10,"5594"
"100830","4","3",10,"0",10,"0",10,"97",10,"331",10,"4",10,"2",10,"9",10,"11",10,"6",10,"7",10,"288",10,"454",10,"2",10,"2",10,"406",10,"807",13,"0",10,"428",10,"6",10,"20",10,"13",10,"742",10,"4",10,"1213"
"100858","1","999",10,"594",10,"324",10,"830",10,"1021",10,"59",10,"58",10,"167",10,"158",10,"116",10,"121",10,"11040",10,"10158",10,"74",10,"53",10,"12880",10,"11893",10,"918",10,"1851",10,"117",10,"325",10,"237",10,"21198",10,"127",10,"24773"
"100858","2","1",10,"180",10,"105",10,"740",10,"828",10,"50",10,"47",10,"148",10,"128",10,"93",10,"99",10,"9557",10,"8568",10,"35",10,"23",10,"10803",10,"9798",10,"285",10,"1568",10,"97",10,"276",10,"192",10,"18125",10,"58",10,"20601"
"100858","3","2",10,"3",10,"2",10,"4",10,"21",10,"1",10,"5",10,"4",10,"16",13,"0",10,"2",10,"223",10,"460",13,"0",13,"0",10,"235",10,"506",10,"5",10,"25",10,"6",10,"20",10,"2",10,"683",13,"0",10,"741"
"100858","4","3",10,"411",10,"217",10,"86",10,"172",10,"8",10,"6",10,"15",10,"14",10,"23",10,"20",10,"1260",10,"1130",10,"39",10,"30",10,"1842",10,"1589",10,"628",10,"258",10,"14",10,"29",10,"43",10,"2390",10,"69",10,"3431"
"100919","1","999",13,"0",13,"0",10,"443",10,"566",10,"5",10,"8",10,"2",10,"3",10,"6",10,"1",10,"742",10,"376",10,"31",10,"26",10,"1229",10,"980",13,"0",10,"1009",10,"13",10,"5",10,"7",10,"1118",10,"57",10,"2209"
"100919","2","1",13,"0",13,"0",10,"443",10,"566",10,"5",10,"8",10,"2",10,"3",10,"6",10,"1",10,"742",10,"376",10,"31",10,"26",10,"1229",10,"980",13,"0",10,"1009",10,"13",10,"5",10,"7",10,"1118",10,"57",10,"2209"
"100937","1","999",10,"1",10,"2",10,"47",10,"69",10,"2",10,"4",10,"16",10,"16",10,"6",10,"3",10,"519",10,"714",10,"6",10,"2",10,"597",10,"810",10,"3",10,"116",10,"6",10,"32",10,"9",10,"1233",10,"8",10,"1407"
"100937","2","1",10,"1",10,"1",10,"35",10,"48",10,"1",10,"3",10,"16",10,"16",10,"6",10,"3",10,"488",10,"691",10,"5",10,"2",10,"552",10,"764",10,"2",10,"83",10,"4",10,"32",10,"9",10,"1179",10,"7",10,"1316"
"100937","4","3",10,"0",10,"1",10,"12",10,"21",10,"1",10,"1",10,"0",10,"0",10,"0",10,"0",10,"31",10,"23",10,"1",10,"0",10,"45",10,"46",10,"1",10,"33",10,"2",13,"0",13,"0",10,"54",10,"1",10,"91"
"100973","1","999",13,"0",13,"0",10,"71",10,"94",10,"1",13,"0",10,"2",13,"0",13,"0",13,"0",10,"131",10,"97",10,"5",10,"1",10,"210",10,"192",13,"0",10,"165",10,"1",10,"2",13,"0",10,"228",10,"6",10,"402"
"100973","2","1",13,"0",13,"0",10,"71",10,"94",10,"1",13,"0",10,"2",13,"0",10,"0",13,"0",10,"131",10,"97",10,"5",10,"1",10,"210",10,"192",13,"0",10,"165",10,"1",10,"2",13,"0",10,"228",10,"6",10,"402"
"101028","1","999",13,"0",13,"0",10,"310",10,"816",10,"5",10,"5",10,"11",10,"20",10,"30",10,"49",10,"654",10,"996",10,"22",10,"36",10,"1032",10,"1922",13,"0",10,"1126",10,"10",10,"31",10,"79",10,"1650",10,"58",10,"2954"
"101028","2","1",13,"0",13,"0",10,"310",10,"816",10,"5",10,"5",10,"11",10,"20",10,"30",10,"49",10,"654",10,"996",10,"22",10,"36",10,"1032",10,"1922",13,"0",10,"1126",10,"10",10,"31",10,"79",10,"1650",10,"58",10,"2954"
"101073","1","999",10,"23",10,"12",10,"243",10,"954",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"44",10,"70",13,"0",13,"0",10,"310",10,"1036",10,"35",10,"1197",13,"0",13,"0",13,"0",10,"114",13,"0",10,"1346"
"101073","2","1",10,"23",10,"12",10,"243",10,"954",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"44",10,"70",13,"0",13,"0",10,"310",10,"1036",10,"35",10,"1197",13,"0",13,"0",13,"0",10,"114",13,"0",10,"1346"
"101107","1","999",13,"0",13,"0",10,"50",10,"97",10,"1",13,"0",13,"0",10,"1",10,"1",13,"0",10,"260",10,"327",13,"0",13,"0",10,"312",10,"425",13,"0",10,"147",10,"1",10,"1",10,"1",10,"587",13,"0",10,"737"
"101107","2","1",13,"0",13,"0",10,"50",10,"97",10,"1",13,"0",13,"0",10,"1",10,"1",13,"0",10,"260",10,"327",13,"0",13,"0",10,"312",10,"425",13,"0",10,"147",10,"1",10,"1",10,"1",10,"587",13,"0",10,"737"
"101116","1","999",13,"0",13,"0",10,"64",10,"248",13,"0",13,"0",13,"0",10,"1",13,"0",10,"2",10,"29",10,"127",13,"0",13,"0",10,"93",10,"378",13,"0",10,"312",13,"0",10,"1",10,"2",10,"156",13,"0",10,"471"
"101116","2","1",13,"0",13,"0",10,"64",10,"248",13,"0",13,"0",13,"0",10,"1",13,"0",10,"2",10,"29",10,"127",13,"0",13,"0",10,"93",10,"378",13,"0",10,"312",13,"0",10,"1",10,"2",10,"156",13,"0",10,"471"
"101143","1","999",13,"0",13,"0",10,"156",10,"342",10,"6",10,"20",10,"29",10,"36",10,"57",10,"61",10,"696",10,"1064",10,"22",10,"27",10,"966",10,"1550",13,"0",10,"498",10,"26",10,"65",10,"118",10,"1760",10,"49",10,"2516"
"101143","2","1",13,"0",13,"0",10,"156",10,"342",10,"6",10,"20",10,"29",10,"36",10,"57",10,"61",10,"696",10,"1064",10,"22",10,"27",10,"966",10,"1550",13,"0",10,"498",10,"26",10,"65",10,"118",10,"1760",10,"49",10,"2516"
"101161","1","999",10,"8",10,"3",10,"177",10,"330",10,"27",10,"32",10,"15",10,"13",10,"19",10,"16",10,"1759",10,"2199",10,"5",10,"10",10,"2010",10,"2603",10,"11",10,"507",10,"59",10,"28",10,"35",10,"3958",10,"15",10,"4613"
"101161","2","1",10,"8",10,"3",10,"177",10,"330",10,"27",10,"32",10,"15",10,"13",10,"19",10,"16",10,"1759",10,"2199",10,"5",10,"10",10,"2010",10,"2603",10,"11",10,"507",10,"59",10,"28",10,"35",10,"3958",10,"15",10,"4613"
"101189","1","999",10,"5",10,"3",10,"394",10,"1061",13,"0",13,"0",10,"19",10,"19",10,"15",10,"12",10,"1071",10,"1111",10,"14",10,"20",10,"1518",10,"2226",10,"8",10,"1455",13,"0",10,"38",10,"27",10,"2182",10,"34",10,"3744"
"101189","2","1",10,"5",10,"3",10,"364",10,"1013",10,"0",10,"0",10,"18",10,"17",10,"14",10,"11",10,"921",10,"1001",10,"14",10,"19",10,"1336",10,"2064",10,"8",10,"1377",13,"0",10,"35",10,"25",10,"1922",10,"33",10,"3400"
"101189","3","2",10,"0",10,"0",10,"11",10,"11",10,"0",10,"0",10,"0",10,"1",10,"0",10,"1",10,"125",10,"89",10,"0",10,"0",10,"136",10,"102",13,"0",10,"22",13,"0",10,"1",10,"1",10,"214",13,"0",10,"238"
"101189","4","3",10,"0",10,"0",10,"19",10,"37",10,"0",10,"0",10,"1",10,"1",10,"1",10,"0",10,"25",10,"21",10,"0",10,"1",10,"46",10,"60",13,"0",10,"56",13,"0",10,"2",10,"1",10,"46",10,"1",10,"106"
"101231","1","999",13,"0",13,"0",10,"2",10,"62",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"9",10,"200",13,"0",13,"0",10,"11",10,"262",13,"0",10,"64",13,"0",13,"0",13,"0",10,"209",13,"0",10,"273"
"101231","2","1",10,"0",10,"0",10,"2",10,"62",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"9",10,"200",10,"0",10,"0",10,"11",10,"262",13,"0",10,"64",13,"0",13,"0",13,"0",10,"209",13,"0",10,"273"
"101240","1","999",10,"225",10,"113",10,"570",10,"862",10,"16",10,"24",10,"5",10,"10",10,"23",10,"36",10,"2790",10,"3388",10,"11",10,"14",10,"3640",10,"4447",10,"338",10,"1432",10,"40",10,"15",10,"59",10,"6178",10,"25",10,"8087"
"101240","2","1",10,"225",10,"113",10,"570",10,"862",10,"16",10,"24",10,"5",10,"10",10,"23",10,"36",10,"2790",10,"3388",10,"11",10,"14",10,"3640",10,"4447",10,"338",10,"1432",10,"40",10,"15",10,"59",10,"6178",10,"25",10,"8087"
"101286","1","999",13,"0",13,"0",10,"629",10,"1151",10,"18",10,"17",10,"46",10,"35",10,"34",10,"35",10,"1977",10,"2453",10,"29",10,"34",10,"2733",10,"3725",13,"0",10,"1780",10,"35",10,"81",10,"69",10,"4430",10,"63",10,"6458"
"101286","2","1",10,"0",10,"0",10,"629",10,"1151",10,"18",10,"17",10,"46",10,"35",10,"34",10,"35",10,"1977",10,"2453",10,"29",10,"34",10,"2733",10,"3725",13,"0",10,"1780",10,"35",10,"81",10,"69",10,"4430",10,"63",10,"6458"
"101295","1","999",10,"14",10,"1",10,"113",10,"99",10,"13",10,"15",10,"7",10,"16",10,"17",10,"20",10,"2608",10,"4160",13,"0",13,"0",10,"2772",10,"4311",10,"15",10,"212",10,"28",10,"23",10,"37",10,"6768",13,"0",10,"7083"
"101295","2","1",10,"14",10,"1",10,"113",10,"99",10,"13",10,"15",10,"7",10,"16",10,"17",10,"20",10,"2608",10,"4160",13,"0",13,"0",10,"2772",10,"4311",10,"15",10,"212",10,"28",10,"23",10,"37",10,"6768",13,"0",10,"7083"
"101301","1","999",13,"0",13,"0",10,"386",10,"964",10,"2",10,"2",10,"4",10,"4",13,"0",10,"4",10,"508",10,"785",10,"1",13,"0",10,"901",10,"1759",13,"0",10,"1350",10,"4",10,"8",10,"4",10,"1293",10,"1",10,"2660"
"101301","2","1",13,"0",13,"0",10,"386",10,"964",10,"2",10,"2",10,"4",10,"4",10,"0",10,"4",10,"508",10,"785",10,"1",13,"0",10,"901",10,"1759",13,"0",10,"1350",10,"4",10,"8",10,"4",10,"1293",10,"1",10,"2660"
"101347","1","999",13,"0",13,"0",10,"153",10,"423",10,"4",10,"3",10,"3",10,"6",10,"3",10,"8",10,"561",10,"770",10,"20",10,"34",10,"744",10,"1244",13,"0",10,"576",10,"7",10,"9",10,"11",10,"1331",10,"54",10,"1988"
"101347","2","1",10,"0",10,"0",10,"153",10,"423",10,"4",10,"3",10,"3",10,"6",10,"3",10,"8",10,"561",10,"770",10,"20",10,"34",10,"744",10,"1244",13,"0",10,"576",10,"7",10,"9",10,"11",10,"1331",10,"54",10,"1988"
"101365","1","999",13,"0",13,"0",10,"192",10,"198",10,"1",13,"0",10,"3",13,"0",10,"3",13,"0",10,"374",10,"101",10,"3",10,"2",10,"576",10,"301",13,"0",10,"390",10,"1",10,"3",10,"3",10,"475",10,"5",10,"877"
"101365","2","1",10,"0",10,"0",10,"192",10,"198",10,"1",10,"0",10,"3",10,"0",10,"3",10,"0",10,"374",10,"101",10,"3",10,"2",10,"576",10,"301",13,"0",10,"390",10,"1",10,"3",10,"3",10,"475",10,"5",10,"877"
"101435","1","999",10,"8",10,"15",10,"9",10,"42",13,"0",10,"2",10,"1",10,"6",10,"2",10,"3",10,"203",10,"344",10,"10",10,"8",10,"233",10,"420",10,"23",10,"51",10,"2",10,"7",10,"5",10,"547",10,"18",10,"653"
"101435","2","1",10,"8",10,"15",10,"9",10,"42",10,"0",10,"2",10,"1",10,"6",10,"2",10,"3",10,"203",10,"344",10,"10",10,"8",10,"233",10,"420",10,"23",10,"51",10,"2",10,"7",10,"5",10,"547",10,"18",10,"653"
"101453","1","999",10,"22",10,"1",10,"21",10,"4",13,"0",13,"0",13,"0",13,"0",10,"3",13,"0",10,"145",10,"24",10,"1",10,"1",10,"192",10,"30",10,"23",10,"25",13,"0",13,"0",10,"3",10,"169",10,"2",10,"222"
"101453","2","1",10,"19",10,"1",10,"19",10,"4",13,"0",13,"0",13,"0",13,"0",10,"3",13,"0",10,"132",10,"24",10,"1",10,"1",10,"174",10,"30",10,"20",10,"23",13,"0",13,"0",10,"3",10,"156",10,"2",10,"204"
"101453","4","3",10,"3",13,"0",10,"2",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13",13,"0",13,"0",13,"0",10,"18",13,"0",10,"3",10,"2",13,"0",13,"0",13,"0",10,"13",13,"0",10,"18"
"101462","1","999",13,"0",13,"0",10,"238",10,"308",10,"3",13,"0",10,"4",10,"1",10,"5",10,"3",10,"323",10,"158",10,"7",10,"9",10,"580",10,"479",13,"0",10,"546",10,"3",10,"5",10,"8",10,"481",10,"16",10,"1059"
"101462","2","1",13,"0",13,"0",10,"238",10,"308",10,"3",13,"0",10,"4",10,"1",10,"5",10,"3",10,"323",10,"158",10,"7",10,"9",10,"580",10,"479",13,"0",10,"546",10,"3",10,"5",10,"8",10,"481",10,"16",10,"1059"
"101471","1","999",13,"0",13,"0",10,"510",10,"102",10,"10",10,"3",10,"4",10,"1",10,"16",10,"2",10,"215",10,"148",10,"1",13,"0",10,"756",10,"256",13,"0",10,"612",10,"13",10,"5",10,"18",10,"363",10,"1",10,"1012"
"101471","2","1",10,"0",10,"0",10,"510",10,"102",10,"10",10,"3",10,"4",10,"1",10,"16",10,"2",10,"215",10,"148",10,"1",10,"0",10,"756",10,"256",13,"0",10,"612",10,"13",10,"5",10,"18",10,"363",10,"1",10,"1012"
"101480","1","999",10,"157",10,"127",10,"807",10,"1283",10,"30",10,"42",10,"20",10,"29",10,"30",10,"54",10,"2938",10,"4328",10,"34",10,"60",10,"4016",10,"5923",10,"284",10,"2090",10,"72",10,"49",10,"84",10,"7266",10,"94",10,"9939"
"101480","2","1",10,"121",10,"99",10,"651",10,"883",10,"25",10,"38",10,"19",10,"24",10,"25",10,"42",10,"2391",10,"3202",10,"31",10,"51",10,"3263",10,"4339",10,"220",10,"1534",10,"63",10,"43",10,"67",10,"5593",10,"82",10,"7602"
"101480","4","3",10,"36",10,"28",10,"156",10,"400",10,"5",10,"4",10,"1",10,"5",10,"5",10,"12",10,"547",10,"1126",10,"3",10,"9",10,"753",10,"1584",10,"64",10,"556",10,"9",10,"6",10,"17",10,"1673",10,"12",10,"2337"
"101499","1","999",13,"0",13,"0",10,"461",10,"214",10,"9",10,"22",10,"6",10,"3",10,"12",10,"5",10,"478",10,"577",10,"11",10,"9",10,"977",10,"830",13,"0",10,"675",10,"31",10,"9",10,"17",10,"1055",10,"20",10,"1807"
"101499","2","1",10,"0",10,"0",10,"461",10,"214",10,"9",10,"22",10,"6",10,"3",10,"12",10,"5",10,"478",10,"577",10,"11",10,"9",10,"977",10,"830",13,"0",10,"675",10,"31",10,"9",10,"17",10,"1055",10,"20",10,"1807"
"101505","1","999",10,"213",10,"149",10,"555",10,"1452",10,"11",10,"19",10,"34",10,"74",10,"31",10,"42",10,"3287",10,"4397",10,"15",10,"37",10,"4146",10,"6170",10,"362",10,"2007",10,"30",10,"108",10,"73",10,"7684",10,"52",10,"10316"
"101505","2","1",10,"213",10,"149",10,"555",10,"1452",10,"11",10,"19",10,"34",10,"74",10,"31",10,"42",10,"3287",10,"4397",10,"15",10,"37",10,"4146",10,"6170",10,"362",10,"2007",10,"30",10,"108",10,"73",10,"7684",10,"52",10,"10316"
"101514","1","999",13,"0",13,"0",10,"1110",10,"1639",10,"153",10,"221",10,"85",10,"117",10,"87",10,"84",10,"4030",10,"5142",10,"76",10,"76",10,"5541",10,"7279",13,"0",10,"2749",10,"374",10,"202",10,"171",10,"9172",10,"152",10,"12820"
"101514","2","1",13,"0",13,"0",10,"1110",10,"1639",10,"153",10,"221",10,"85",10,"117",10,"87",10,"84",10,"4030",10,"5142",10,"76",10,"76",10,"5541",10,"7279",13,"0",10,"2749",10,"374",10,"202",10,"171",10,"9172",10,"152",10,"12820"
"101523","1","999",13,"0",13,"0",10,"448",10,"401",10,"2",13,"0",10,"10",10,"8",10,"6",10,"3",10,"642",10,"222",10,"8",10,"12",10,"1116",10,"646",13,"0",10,"849",10,"2",10,"18",10,"9",10,"864",10,"20",10,"1762"
"101523","2","1",10,"0",10,"0",10,"448",10,"401",10,"2",10,"0",10,"10",10,"8",10,"6",10,"3",10,"642",10,"222",10,"8",10,"12",10,"1116",10,"646",13,"0",10,"849",10,"2",10,"18",10,"9",10,"864",10,"20",10,"1762"
"101541","1","999",13,"0",10,"2",10,"3",10,"51",13,"0",10,"4",10,"1",10,"3",13,"0",13,"0",10,"25",10,"313",10,"1",13,"0",10,"30",10,"373",10,"2",10,"54",10,"4",10,"4",13,"0",10,"338",10,"1",10,"403"
"101541","2","1",13,"0",10,"2",10,"3",10,"51",13,"0",10,"4",10,"1",10,"3",13,"0",13,"0",10,"25",10,"313",10,"1",13,"0",10,"30",10,"373",10,"2",10,"54",10,"4",10,"4",13,"0",10,"338",10,"1",10,"403"
"101569","1","999",13,"0",13,"0",10,"938",10,"2153",10,"7",13,"0",13,"0",10,"1",13,"0",10,"1",10,"47",10,"10",10,"5",10,"2",10,"997",10,"2167",13,"0",10,"3091",10,"7",10,"1",10,"1",10,"57",10,"7",10,"3164"
"101569","2","1",10,"0",10,"0",10,"938",10,"2153",10,"7",10,"0",10,"0",10,"1",10,"0",10,"1",10,"47",10,"10",10,"5",10,"2",10,"997",10,"2167",13,"0",10,"3091",10,"7",10,"1",10,"1",10,"57",10,"7",10,"3164"
"101587","1","999",10,"10",10,"14",10,"382",10,"706",10,"4",10,"6",10,"2",13,"0",10,"6",10,"2",10,"605",10,"759",13,"0",13,"0",10,"1009",10,"1487",10,"24",10,"1088",10,"10",10,"2",10,"8",10,"1364",13,"0",10,"2496"
"101587","2","1",10,"10",10,"8",10,"316",10,"457",10,"4",10,"5",10,"2",10,"0",10,"5",10,"1",10,"515",10,"533",10,"0",10,"0",10,"852",10,"1004",10,"18",10,"773",10,"9",10,"2",10,"6",10,"1048",13,"0",10,"1856"
"101587","4","3",10,"0",10,"6",10,"66",10,"249",10,"0",10,"1",10,"0",10,"0",10,"1",10,"1",10,"90",10,"226",10,"0",10,"0",10,"157",10,"483",10,"6",10,"315",10,"1",13,"0",10,"2",10,"316",13,"0",10,"640"
"101602","1","999",13,"0",13,"0",10,"57",10,"114",10,"1",10,"1",10,"3",10,"3",10,"2",10,"4",10,"401",10,"562",10,"5",10,"2",10,"469",10,"686",13,"0",10,"171",10,"2",10,"6",10,"6",10,"963",10,"7",10,"1155"
"101602","2","1",10,"0",10,"0",10,"57",10,"114",10,"1",10,"1",10,"3",10,"3",10,"2",10,"4",10,"401",10,"562",10,"5",10,"2",10,"469",10,"686",13,"0",10,"171",10,"2",10,"6",10,"6",10,"963",10,"7",10,"1155"
"101648","1","999",10,"1",13,"0",10,"19",10,"5",13,"0",13,"0",10,"2",10,"1",10,"5",10,"2",10,"119",10,"10",13,"0",13,"0",10,"146",10,"18",10,"1",10,"24",13,"0",10,"3",10,"7",10,"129",13,"0",10,"164"
"101648","2","1",10,"1",10,"0",10,"19",10,"5",13,"0",10,"0",10,"2",10,"1",10,"5",10,"2",10,"119",10,"10",10,"0",10,"0",10,"146",10,"18",10,"1",10,"24",13,"0",10,"3",10,"7",10,"129",13,"0",10,"164"
