UNITID,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW
100706,2,  1,"R",6540,"R",3709,"R",2831,"R",89,"R",48,"R",41,"R",267,"R",136,"R",131,"R",809,"R",334,"R",475,"R",253,"R",129,"R",124,"R",1,"R",1,"R",0,"R",4513,"R",2719,"R",1794,"R",116,"R",61,"R",55,"R",252,"R",127,"R",125,"R",240,"R",154,"R",86
100706,4,  3,"R",2048,"R",1142,"R",906,"R",21,"R",10,"R",11,"R",59,"R",35,"R",24,"R",173,"R",74,"R",99,"R",40,"R",23,"R",17,"R",1,"R",1,"R",0,"R",1384,"R",759,"R",625,"R",18,"R",7,"R",11,"R",66,"R",40,"R",26,"R",286,"R",193,"R",93
100724,1,999,"R",6261,"R",2410,"R",3851,"R",8,"R",4,"R",4,"R",24,"R",12,"R",12,"R",5635,"R",2127,"R",3508,"R",78,"R",44,"R",34,"R",4,"R",0,"R",4,"R",238,"R",97,"R",141,"R",64,"R",20,"R",44,"R",83,"R",34,"R",49,"R",127,"R",72,"R",55
100724,2,  1,"R",5456,"R",2154,"R",3302,"R",5,"R",3,"R",2,"R",12,"R",6,"R",6,"R",5035,"R",1954,"R",3081,"R",66,"R",39,"R",27,"R",4,"R",0,"R",4,"R",96,"R",40,"R",56,"R",53,"R",17,"R",36,"R",72,"R",30,"R",42,"R",113,"R",65,"R",48
100724,4,  3,"R",805,"R",256,"R",549,"R",3,"R",1,"R",2,"R",12,"R",6,"R",6,"R",600,"R",173,"R",427,"R",12,"R",5,"R",7,"R",0,"R",0,"R",0,"R",142,"R",57,"R",85,"R",11,"R",3,"R",8,"R",11,"R",4,"R",7,"R",14,"R",7,"R",7
100751,1,999,"R",40268,"R",18035,"R",22233,"R",158,"R",82,"R",76,"R",452,"R",211,"R",241,"R",4763,"R",1647,"R",3116,"R",1341,"R",569,"R",772,"R",39,"R",17,"R",22,"R",30380,"R",13834,"R",16546,"R",967,"R",386,"R",581,"R",170,"R",75,"R",95,"R",1998,"R",1214,"R",784
100751,2,  1,"R",33809,"R",15449,"R",18360,"R",129,"R",70,"R",59,"R",369,"R",172,"R",197,"R",3917,"R",1450,"R",2467,"R",1148,"R",483,"R",665,"R",30,"R",12,"R",18,"R",25840,"R",12005,"R",13835,"R",863,"R",354,"R",509,"R",101,"R",48,"R",53,"R",1412,"R",855,"R",557
100751,4,  3,"R",6459,"R",2586,"R",3873,"R",29,"R",12,"R",17,"R",83,"R",39,"R",44,"R",846,"R",197,"R",649,"R",193,"R",86,"R",107,"R",9,"R",5,"R",4,"R",4540,"R",1829,"R",2711,"R",104,"R",32,"R",72,"R",69,"R",27,"R",42,"R",586,"R",359,"R",227
100760,1,999,"R",2439,"R",997,"R",1442,"R",10,"R",5,"R",5,"R",10,"R",5,"R",5,"R",647,"R",203,"R",444,"R",26,"R",12,"R",14,"R",1,"R",1,"R",0,"R",1719,"R",758,"R",961,"R",7,"R",2,"R",5,"R",14,"R",8,"R",6,"R",5,"R",3,"R",2
100760,2,  1,"R",2439,"R",997,"R",1442,"R",10,"R",5,"R",5,"R",10,"R",5,"R",5,"R",647,"R",203,"R",444,"R",26,"R",12,"R",14,"R",1,"R",1,"R",0,"R",1719,"R",758,"R",961,"R",7,"R",2,"R",5,"R",14,"R",8,"R",6,"R",5,"R",3,"R",2
100812,1,999,"R",4304,"R",1533,"R",2771,"R",66,"R",17,"R",49,"R",27,"R",6,"R",21,"R",578,"R",186,"R",392,"R",89,"R",36,"R",53,"R",5,"R",1,"R",4,"R",3296,"R",1196,"R",2100,"R",63,"R",17,"R",46,"R",152,"R",58,"R",94,"R",28,"R",16,"R",12
100812,2,  1,"R",4304,"R",1533,"R",2771,"R",66,"R",17,"R",49,"R",27,"R",6,"R",21,"R",578,"R",186,"R",392,"R",89,"R",36,"R",53,"R",5,"R",1,"R",4,"R",3296,"R",1196,"R",2100,"R",63,"R",17,"R",46,"R",152,"R",58,"R",94,"R",28,"R",16,"R",12
100830,1,999,"R",6194,"R",2265,"R",3929,"R",29,"R",12,"R",17,"R",144,"R",63,"R",81,"R",1990,"R",566,"R",1424,"R",45,"R",18,"R",27,"R",11,"R",5,"R",6,"R",3159,"R",1258,"R",1901,"R",149,"R",55,"R",94,"R",407,"R",148,"R",259,"R",260,"R",140,"R",120
100830,2,  1,"R",5272,"R",1970,"R",3302,"R",24,"R",11,"R",13,"R",132,"R",58,"R",74,"R",1762,"R",514,"R",1248,"R",41,"R",16,"R",25,"R",10,"R",5,"R",5,"R",2837,"R",1145,"R",1692,"R",138,"R",50,"R",88,"R",134,"R",58,"R",76,"R",194,"R",113,"R",81
100830,4,  3,"R",922,"R",295,"R",627,"R",5,"R",1,"R",4,"R",12,"R",5,"R",7,"R",228,"R",52,"R",176,"R",4,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",322,"R",113,"R",209,"R",11,"R",5,"R",6,"R",273,"R",90,"R",183,"R",66,"R",27,"R",39
100858,1,999,"R",27761,"R",14170,"R",13591,"R",184,"R",75,"R",109,"R",635,"R",345,"R",290,"R",2125,"R",959,"R",1166,"R",722,"R",364,"R",358,"R",4,"R",3,"R",1,"R",22131,"R",11238,"R",10893,"R",61,"R",29,"R",32,"R",333,"R",175,"R",158,"R",1566,"R",982,"R",584
100858,2,  1,"R",21728,"R",11213,"R",10515,"R",153,"R",63,"R",90,"R",494,"R",282,"R",212,"R",1609,"R",779,"R",830,"R",595,"R",301,"R",294,"R",2,"R",1,"R",1,"R",18184,"R",9399,"R",8785,"R",33,"R",17,"R",16,"R",260,"R",132,"R",128,"R",398,"R",239,"R",159
100858,4,  3,"R",6033,"R",2957,"R",3076,"R",31,"R",12,"R",19,"R",141,"R",63,"R",78,"R",516,"R",180,"R",336,"R",127,"R",63,"R",64,"R",2,"R",2,"R",0,"R",3947,"R",1839,"R",2108,"R",28,"R",12,"R",16,"R",73,"R",43,"R",30,"R",1168,"R",743,"R",425
100937,1,999,"R",1235,"R",656,"R",579,"R",13,"R",6,"R",7,"R",64,"R",28,"R",36,"R",141,"R",77,"R",64,"R",23,"R",12,"R",11,"R",0,"Z",0,"R",0,"R",982,"R",527,"R",455,"R",6,"R",2,"R",4,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0
100937,2,  1,"R",1235,"R",656,"R",579,"R",13,"R",6,"R",7,"R",64,"R",28,"R",36,"R",141,"R",77,"R",64,"R",23,"R",12,"R",11,"R",0,"Z",0,"R",0,"R",982,"R",527,"R",455,"R",6,"R",2,"R",4,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0
101028,1,999,"R",2540,"R",978,"R",1562,"R",7,"R",4,"R",3,"R",36,"R",19,"R",17,"R",1101,"R",366,"R",735,"R",127,"R",44,"R",83,"R",7,"R",5,"R",2,"R",1180,"R",497,"R",683,"R",41,"R",22,"R",19,"R",41,"R",21,"R",20,"R",0,"R",0,"R",0
101028,2,  1,"R",2540,"R",978,"R",1562,"R",7,"R",4,"R",3,"R",36,"R",19,"R",17,"R",1101,"R",366,"R",735,"R",127,"R",44,"R",83,"R",7,"R",5,"R",2,"R",1180,"R",497,"R",683,"R",41,"R",22,"R",19,"R",41,"R",21,"R",20,"R",0,"R",0,"R",0
101073,1,999,"R",618,"R",406,"R",212,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",559,"R",360,"R",199,"R",9,"R",9,"R",0,"R",0,"R",0,"R",0,"R",14,"R",8,"R",6,"R",0,"R",0,"R",0,"R",18,"R",16,"R",2,"R",17,"R",12,"R",5
101073,2,  1,"R",618,"R",406,"R",212,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",559,"R",360,"R",199,"R",9,"R",9,"R",0,"R",0,"R",0,"R",0,"R",14,"R",8,"R",6,"R",0,"R",0,"R",0,"R",18,"R",16,"R",2,"R",17,"R",12,"R",5
101116,1,999,"R",1082,"R",277,"R",805,"R",1,"Z",0,"R",1,"R",15,"R",6,"R",9,"R",689,"R",182,"R",507,"R",16,"R",2,"R",14,"R",2,"R",1,"R",1,"R",314,"R",80,"R",234,"R",44,"R",6,"R",38,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
101116,2,  1,"R",863,"R",221,"R",642,"R",1,"Z",0,"R",1,"R",13,"R",6,"R",7,"R",527,"R",140,"R",387,"R",13,"R",2,"R",11,"R",2,"R",1,"R",1,"R",269,"R",67,"R",202,"R",37,"R",5,"R",32,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
101116,4,  3,"R",219,"R",56,"R",163,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",162,"R",42,"R",120,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",45,"R",13,"R",32,"R",7,"R",1,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101143,1,999,"R",2805,"R",1520,"R",1285,"R",24,"R",14,"R",10,"R",58,"R",34,"R",24,"R",679,"R",347,"R",332,"R",142,"R",66,"R",76,"R",9,"R",7,"R",2,"R",1803,"R",1000,"R",803,"R",71,"R",40,"R",31,"R",16,"R",10,"R",6,"R",3,"R",2,"R",1
101143,2,  1,"R",2805,"R",1520,"R",1285,"R",24,"R",14,"R",10,"R",58,"R",34,"R",24,"R",679,"R",347,"R",332,"R",142,"R",66,"R",76,"R",9,"R",7,"R",2,"R",1803,"R",1000,"R",803,"R",71,"R",40,"R",31,"R",16,"R",10,"R",6,"R",3,"R",2,"R",1
101161,1,999,"R",6788,"R",2559,"R",4229,"R",120,"R",48,"R",72,"R",59,"R",20,"R",39,"R",1349,"R",427,"R",922,"R",198,"R",77,"R",121,"R",8,"R",3,"R",5,"R",4948,"R",1943,"R",3005,"R",91,"R",35,"R",56,"R",11,"R",4,"R",7,"R",4,"R",2,"R",2
101161,2,  1,"R",6788,"R",2559,"R",4229,"R",120,"R",48,"R",72,"R",59,"R",20,"R",39,"R",1349,"R",427,"R",922,"R",198,"R",77,"R",121,"R",8,"R",3,"R",5,"R",4948,"R",1943,"R",3005,"R",91,"R",35,"R",56,"R",11,"R",4,"R",7,"R",4,"R",2,"R",2
101189,1,999,"R",4125,"R",1600,"R",2525,"R",37,"R",14,"R",23,"R",21,"R",12,"R",9,"R",1970,"R",535,"R",1435,"R",81,"R",46,"R",35,"R",4,"R",4,"R",0,"R",1763,"R",862,"R",901,"R",68,"R",33,"R",35,"R",121,"R",52,"R",69,"R",60,"R",42,"R",18
101189,2,  1,"R",3312,"R",1268,"R",2044,"R",19,"R",9,"R",10,"R",15,"R",9,"R",6,"R",1628,"R",457,"R",1171,"R",72,"R",41,"R",31,"R",3,"R",3,"R",0,"R",1366,"R",637,"R",729,"R",58,"R",31,"R",27,"R",99,"R",44,"R",55,"R",52,"R",37,"R",15
101189,4,  3,"R",813,"R",332,"R",481,"R",18,"R",5,"R",13,"R",6,"R",3,"R",3,"R",342,"R",78,"R",264,"R",9,"R",5,"R",4,"R",1,"R",1,"R",0,"R",397,"R",225,"R",172,"R",10,"R",2,"R",8,"R",22,"R",8,"R",14,"R",8,"R",5,"R",3
101240,1,999,"R",7591,"R",3074,"R",4517,"R",79,"R",32,"R",47,"R",46,"R",21,"R",25,"R",1567,"R",615,"R",952,"R",209,"R",88,"R",121,"R",15,"R",3,"R",12,"R",5261,"R",2113,"R",3148,"R",142,"R",43,"R",99,"R",118,"R",65,"R",53,"R",154,"R",94,"R",60
101240,2,  1,"R",7591,"R",3074,"R",4517,"R",79,"R",32,"R",47,"R",46,"R",21,"R",25,"R",1567,"R",615,"R",952,"R",209,"R",88,"R",121,"R",15,"R",3,"R",12,"R",5261,"R",2113,"R",3148,"R",142,"R",43,"R",99,"R",118,"R",65,"R",53,"R",154,"R",94,"R",60
101277,1,999,"R",149,"R",5,"R",144,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",132,"R",5,"R",127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101277,2,  1,"R",149,"R",5,"R",144,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",132,"R",5,"R",127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101286,1,999,"R",6694,"R",2489,"R",4205,"R",26,"R",12,"R",14,"R",54,"R",18,"R",36,"R",2059,"R",629,"R",1430,"R",150,"R",55,"R",95,"R",8,"R",1,"R",7,"R",4313,"R",1748,"R",2565,"R",76,"R",24,"R",52,"R",8,"R",2,"R",6,"R",0,"R",0,"R",0
101286,2,  1,"R",6694,"R",2489,"R",4205,"R",26,"R",12,"R",14,"R",54,"R",18,"R",36,"R",2059,"R",629,"R",1430,"R",150,"R",55,"R",95,"R",8,"R",1,"R",7,"R",4313,"R",1748,"R",2565,"R",76,"R",24,"R",52,"R",8,"R",2,"R",6,"R",0,"R",0,"R",0
101295,1,999,"R",7104,"R",2706,"R",4398,"R",59,"R",22,"R",37,"R",49,"R",10,"R",39,"R",420,"R",143,"R",277,"R",226,"R",93,"R",133,"R",1,"R",1,"R",0,"R",6186,"R",2372,"R",3814,"R",0,"R",0,"R",0,"R",122,"R",42,"R",80,"R",41,"R",23,"R",18
101295,2,  1,"R",7104,"R",2706,"R",4398,"R",59,"R",22,"R",37,"R",49,"R",10,"R",39,"R",420,"R",143,"R",277,"R",226,"R",93,"R",133,"R",1,"R",1,"R",0,"R",6186,"R",2372,"R",3814,"R",0,"R",0,"R",0,"R",122,"R",42,"R",80,"R",41,"R",23,"R",18
101301,1,999,"R",2821,"R",991,"R",1830,"R",5,"R",3,"R",2,"R",13,"R",9,"R",4,"R",1843,"R",596,"R",1247,"R",14,"R",6,"R",8,"R",0,"R",0,"R",0,"R",847,"R",332,"R",515,"R",5,"R",1,"R",4,"R",87,"R",37,"R",50,"R",7,"R",7,"R",0
101301,2,  1,"R",2821,"R",991,"R",1830,"R",5,"R",3,"R",2,"R",13,"R",9,"R",4,"R",1843,"R",596,"R",1247,"R",14,"R",6,"R",8,"R",0,"R",0,"R",0,"R",847,"R",332,"R",515,"R",5,"R",1,"R",4,"R",87,"R",37,"R",50,"R",7,"R",7,"R",0
101365,1,999,"R",594,"R",210,"R",384,"R",1,"Z",0,"R",1,"R",4,"R",2,"R",2,"R",352,"R",53,"R",299,"R",11,"R",3,"R",8,"Z",0,"Z",0,"Z",0,"R",205,"R",140,"R",65,"R",4,"R",2,"R",2,"R",17,"R",10,"R",7,"Z",0,"Z",0,"Z",0
101365,2,  1,"R",586,"R",206,"R",380,"R",1,"Z",0,"R",1,"R",4,"R",2,"R",2,"R",346,"R",50,"R",296,"R",11,"R",3,"R",8,"Z",0,"Z",0,"Z",0,"R",203,"R",139,"R",64,"R",4,"R",2,"R",2,"R",17,"R",10,"R",7,"Z",0,"Z",0,"Z",0
101365,4,  3,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",3,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101435,1,999,"R",1202,"R",573,"R",629,"R",18,"R",9,"R",9,"R",11,"R",3,"R",8,"R",240,"R",97,"R",143,"R",31,"R",14,"R",17,"R",2,"R",1,"R",1,"R",772,"R",396,"R",376,"R",31,"R",19,"R",12,"R",95,"R",32,"R",63,"R",2,"R",2,"R",0
101435,2,  1,"R",1202,"R",573,"R",629,"R",18,"R",9,"R",9,"R",11,"R",3,"R",8,"R",240,"R",97,"R",143,"R",31,"R",14,"R",17,"R",2,"R",1,"R",1,"R",772,"R",396,"R",376,"R",31,"R",19,"R",12,"R",95,"R",32,"R",63,"R",2,"R",2,"R",0
101453,1,999,"R",114,"R",107,"R",7,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",10,"Z",0,"R",4,"R",4,"Z",0,"R",1,"R",1,"Z",0,"R",84,"R",77,"R",7,"R",3,"R",3,"Z",0,"R",7,"R",7,"Z",0,"R",3,"R",3,"Z",0
101453,2,  1,"R",71,"R",64,"R",7,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",7,"Z",0,"R",3,"R",3,"Z",0,"R",1,"R",1,"Z",0,"R",52,"R",45,"R",7,"R",2,"R",2,"Z",0,"R",4,"R",4,"Z",0,"R",1,"R",1,"Z",0
101453,4,  3,"R",43,"R",43,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",3,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",32,"Z",0,"R",1,"R",1,"Z",0,"R",3,"R",3,"Z",0,"R",2,"R",2,"Z",0
101462,1,999,"R",1729,"R",747,"R",982,"R",13,"R",9,"R",4,"R",17,"R",8,"R",9,"R",992,"R",339,"R",653,"R",47,"R",20,"R",27,"R",2,"R",0,"R",2,"R",591,"R",340,"R",251,"R",48,"R",22,"R",26,"R",7,"R",3,"R",4,"R",12,"R",6,"R",6
101462,2,  1,"R",1729,"R",747,"R",982,"R",13,"R",9,"R",4,"R",17,"R",8,"R",9,"R",992,"R",339,"R",653,"R",47,"R",20,"R",27,"R",2,"R",0,"R",2,"R",591,"R",340,"R",251,"R",48,"R",22,"R",26,"R",7,"R",3,"R",4,"R",12,"R",6,"R",6
101471,1,999,"R",830,"R",646,"R",184,"R",3,"R",3,"R",0,"R",4,"R",3,"R",1,"R",462,"R",403,"R",59,"R",13,"R",12,"R",1,"R",0,"R",0,"R",0,"R",348,"R",225,"R",123,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101471,2,  1,"R",830,"R",646,"R",184,"R",3,"R",3,"R",0,"R",4,"R",3,"R",1,"R",462,"R",403,"R",59,"R",13,"R",12,"R",1,"R",0,"R",0,"R",0,"R",348,"R",225,"R",123,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101480,1,999,"R",10188,"R",4377,"R",5811,"R",80,"R",31,"R",49,"R",58,"R",23,"R",35,"R",2431,"R",983,"R",1448,"R",115,"R",49,"R",66,"R",10,"R",4,"R",6,"R",6904,"R",3008,"R",3896,"Z",0,"Z",0,"Z",0,"R",344,"R",155,"R",189,"R",246,"R",124,"R",122
101480,2,  1,"R",8893,"R",3889,"R",5004,"R",68,"R",28,"R",40,"R",50,"R",18,"R",32,"R",2103,"R",886,"R",1217,"R",108,"R",46,"R",62,"R",8,"R",4,"R",4,"R",6049,"R",2666,"R",3383,"Z",0,"Z",0,"Z",0,"R",308,"R",139,"R",169,"R",199,"R",102,"R",97
101480,4,  3,"R",1295,"R",488,"R",807,"R",12,"R",3,"R",9,"R",8,"R",5,"R",3,"R",328,"R",97,"R",231,"R",7,"R",3,"R",4,"R",2,"R",0,"R",2,"R",855,"R",342,"R",513,"Z",0,"Z",0,"Z",0,"R",36,"R",16,"R",20,"R",47,"R",22,"R",25
101499,1,999,"R",1618,"R",735,"R",883,"R",41,"R",22,"R",19,"R",40,"R",11,"R",29,"R",502,"R",220,"R",282,"R",19,"R",10,"R",9,"R",1,"R",1,"R",0,"R",915,"R",390,"R",525,"R",25,"R",10,"R",15,"R",75,"R",71,"R",4,"R",0,"R",0,"R",0
101499,2,  1,"R",1618,"R",735,"R",883,"R",41,"R",22,"R",19,"R",40,"R",11,"R",29,"R",502,"R",220,"R",282,"R",19,"R",10,"R",9,"R",1,"R",1,"R",0,"R",915,"R",390,"R",525,"R",25,"R",10,"R",15,"R",75,"R",71,"R",4,"R",0,"R",0,"R",0
101505,1,999,"R",13205,"R",5137,"R",8068,"R",32,"R",17,"R",15,"R",225,"R",100,"R",125,"R",2738,"R",909,"R",1829,"R",440,"R",168,"R",272,"R",11,"R",4,"R",7,"R",9240,"R",3730,"R",5510,"R",360,"R",130,"R",230,"R",12,"R",5,"R",7,"R",147,"R",74,"R",73
101505,2,  1,"R",13205,"R",5137,"R",8068,"R",32,"R",17,"R",15,"R",225,"R",100,"R",125,"R",2738,"R",909,"R",1829,"R",440,"R",168,"R",272,"R",11,"R",4,"R",7,"R",9240,"R",3730,"R",5510,"R",360,"R",130,"R",230,"R",12,"R",5,"R",7,"R",147,"R",74,"R",73
101514,1,999,"R",16238,"R",7244,"R",8994,"R",254,"R",110,"R",144,"R",499,"R",221,"R",278,"R",2976,"R",1168,"R",1808,"R",621,"R",246,"R",375,"R",10,"R",4,"R",6,"R",10950,"R",5078,"R",5872,"R",597,"R",257,"R",340,"R",233,"R",116,"R",117,"R",98,"R",44,"R",54
101514,2,  1,"R",16238,"R",7244,"R",8994,"R",254,"R",110,"R",144,"R",499,"R",221,"R",278,"R",2976,"R",1168,"R",1808,"R",621,"R",246,"R",375,"R",10,"R",4,"R",6,"R",10950,"R",5078,"R",5872,"R",597,"R",257,"R",340,"R",233,"R",116,"R",117,"R",98,"R",44,"R",54
101541,1,999,"R",473,"R",15,"R",458,"R",2,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",59,"R",4,"R",55,"R",7,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",311,"R",8,"R",303,"R",2,"Z",0,"R",2,"R",82,"R",1,"R",81,"R",6,"R",1,"R",5
101541,2,  1,"R",473,"R",15,"R",458,"R",2,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",59,"R",4,"R",55,"R",7,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",311,"R",8,"R",303,"R",2,"Z",0,"R",2,"R",82,"R",1,"R",81,"R",6,"R",1,"R",5
101569,1,999,"R",4727,"R",1867,"R",2860,"R",10,"R",2,"R",8,"R",21,"R",12,"R",9,"R",3557,"R",1252,"R",2305,"R",48,"R",24,"R",24,"R",6,"R",3,"R",3,"R",672,"R",387,"R",285,"R",33,"R",14,"R",19,"R",369,"R",169,"R",200,"R",11,"R",4,"R",7
101569,2,  1,"R",4727,"R",1867,"R",2860,"R",10,"R",2,"R",8,"R",21,"R",12,"R",9,"R",3557,"R",1252,"R",2305,"R",48,"R",24,"R",24,"R",6,"R",3,"R",3,"R",672,"R",387,"R",285,"R",33,"R",14,"R",19,"R",369,"R",169,"R",200,"R",11,"R",4,"R",7
