unitid,effylev,lstudy,"xfyrac01",fyrace01,"xfyrac02",fyrace02,"xfyrac03",fyrace03,"xfyrac04",fyrace04,"xfyrac05",fyrace05,"xfyrac06",fyrace06,"xfyrac07",fyrace07,"xfyrac08",fyrace08,"xfyrac09",fyrace09,"xfyrac10",fyrace10,"xfyrac11",fyrace11,"xfyrac12",fyrace12,"xfyrac13",fyrace13,"xfyrac14",fyrace14,"xfyrac15",fyrace15,"xfyrac16",fyrace16,"xfyrac17",fyrace17,"xfyrac18",fyrace18,"xfyrac19",fyrace19,"xfyrac20",fyrace20,"xfyrac21",fyrace21,"xfyrac22",fyrace22,"xfyrac23",fyrace23,"xfyrac24",fyrace24
"100690","4","3",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"223",10,"145",10,"223",10,"145",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"368",10,"368"
"100706","1","999",10,"410",10,"176",10,"375",10,"714",10,"59",10,"59",10,"189",10,"148",10,"73",10,"90",10,"3251",10,"2791",10,"75",10,"69",10,"4432",10,"4047",10,"586",10,"1089",10,"118",10,"337",10,"163",10,"6042",10,"144",10,"8479"
"100706","2","1",10,"144",10,"74",10,"319",10,"635",10,"54",10,"46",10,"153",10,"128",10,"64",10,"76",10,"2518",10,"2250",10,"61",10,"60",10,"3313",10,"3269",10,"218",10,"954",10,"100",10,"281",10,"140",10,"4768",10,"121",10,"6582"
"100706","4","3",10,"266",10,"102",10,"56",10,"79",10,"5",10,"13",10,"36",10,"20",10,"9",10,"14",10,"733",10,"541",10,"14",10,"9",10,"1119",10,"778",10,"368",10,"135",10,"18",10,"56",10,"23",10,"1274",10,"23",10,"1897"
"100724","1","999",10,"4",10,"19",10,"2543",10,"4012",10,"1",10,"3",10,"4",10,"3",10,"5",10,"14",10,"194",10,"399",10,"44",10,"54",10,"2795",10,"4504",10,"23",10,"6555",10,"4",10,"7",10,"19",10,"593",10,"98",10,"7299"
"100724","2","1",10,"4",10,"15",10,"2289",10,"3240",10,"1",10,"1",10,"3",13,"0",10,"5",10,"10",10,"94",10,"125",10,"30",10,"36",10,"2426",10,"3427",10,"19",10,"5529",10,"2",10,"3",10,"15",10,"219",10,"66",10,"5853"
"100724","4","3",13,"0",10,"4",10,"254",10,"772",13,"0",10,"2",10,"1",10,"3",13,"0",10,"4",10,"100",10,"274",10,"14",10,"18",10,"369",10,"1077",10,"4",10,"1026",10,"2",10,"4",10,"4",10,"374",10,"32",10,"1446"
"100751","1","999",10,"634",10,"506",10,"1115",10,"1984",10,"75",10,"90",10,"116",10,"125",10,"124",10,"149",10,"8747",10,"9928",13,"0",13,"0",10,"10811",10,"12782",10,"1140",10,"3099",10,"165",10,"241",10,"273",10,"18675",13,"0",10,"23593"
"100751","2","1",10,"224",10,"233",10,"955",10,"1612",10,"60",10,"60",10,"96",10,"91",10,"98",10,"113",10,"7032",10,"7471",13,"0",13,"0",10,"8465",10,"9580",10,"457",10,"2567",10,"120",10,"187",10,"211",10,"14503",13,"0",10,"18045"
"100751","3","2",10,"2",10,"5",10,"17",10,"29",10,"5",10,"3",10,"6",10,"5",10,"2",10,"1",10,"367",10,"225",13,"0",13,"0",10,"399",10,"268",10,"7",10,"46",10,"8",10,"11",10,"3",10,"592",13,"0",10,"667"
"100751","4","3",10,"408",10,"268",10,"143",10,"343",10,"10",10,"27",10,"14",10,"29",10,"24",10,"35",10,"1348",10,"2232",13,"0",13,"0",10,"1947",10,"2934",10,"676",10,"486",10,"37",10,"43",10,"59",10,"3580",13,"0",10,"4881"
"100760","1","999",13,"0",13,"0",10,"186",10,"595",10,"4",10,"8",10,"3",10,"7",10,"5",10,"10",10,"831",10,"1418",10,"7",10,"7",10,"1036",10,"2045",13,"0",10,"781",10,"12",10,"10",10,"15",10,"2249",10,"14",10,"3081"
"100760","2","1",13,"0",13,"0",10,"186",10,"595",10,"4",10,"8",10,"3",10,"7",10,"5",10,"10",10,"831",10,"1418",10,"7",10,"7",10,"1036",10,"2045",13,"0",10,"781",10,"12",10,"10",10,"15",10,"2249",10,"14",10,"3081"
"100812","1","999",13,"0",13,"0",10,"130",10,"281",10,"28",10,"70",10,"4",10,"14",10,"12",10,"10",10,"962",10,"1941",10,"49",10,"78",10,"1185",10,"2394",13,"0",10,"411",10,"98",10,"18",10,"22",10,"2903",10,"127",10,"3579"
"100812","2","1",13,"0",13,"0",10,"130",10,"281",10,"28",10,"70",10,"4",10,"14",10,"12",10,"10",10,"962",10,"1941",10,"49",10,"78",10,"1185",10,"2394",13,"0",10,"411",10,"98",10,"18",10,"22",10,"2903",10,"127",10,"3579"
"100830","1","999",10,"20",10,"44",10,"660",10,"1875",10,"12",10,"20",10,"46",10,"81",10,"32",10,"57",10,"1767",10,"2623",10,"23",10,"44",10,"2560",10,"4744",10,"64",10,"2535",10,"32",10,"127",10,"89",10,"4390",10,"67",10,"7304"
"100830","2","1",10,"19",10,"41",10,"564",10,"1522",10,"11",10,"18",10,"40",10,"67",10,"28",10,"50",10,"1548",10,"2179",10,"21",10,"36",10,"2231",10,"3913",10,"60",10,"2086",10,"29",10,"107",10,"78",10,"3727",10,"57",10,"6144"
"100830","4","3",10,"1",10,"3",10,"96",10,"353",10,"1",10,"2",10,"6",10,"14",10,"4",10,"7",10,"219",10,"444",10,"2",10,"8",10,"329",10,"831",10,"4",10,"449",10,"3",10,"20",10,"11",10,"663",10,"10",10,"1160"
"100858","1","999",10,"605",10,"339",10,"859",10,"1056",10,"68",10,"51",10,"202",10,"174",10,"159",10,"146",10,"10789",10,"10151",10,"184",10,"126",10,"12866",10,"12043",10,"944",10,"1915",10,"119",10,"376",10,"305",10,"20940",10,"310",10,"24909"
"100858","2","1",10,"101",10,"71",10,"757",10,"836",10,"52",10,"43",10,"167",10,"135",10,"131",10,"114",10,"9293",10,"8485",10,"136",10,"83",10,"10637",10,"9767",10,"172",10,"1593",10,"95",10,"302",10,"245",10,"17778",10,"219",10,"20404"
"100858","3","2",10,"2",10,"4",10,"7",10,"19",10,"2",10,"3",10,"8",10,"19",10,"5",10,"3",10,"253",10,"499",10,"1",10,"5",10,"278",10,"552",10,"6",10,"26",10,"5",10,"27",10,"8",10,"752",10,"6",10,"830"
"100858","4","3",10,"502",10,"264",10,"95",10,"201",10,"14",10,"5",10,"27",10,"20",10,"23",10,"29",10,"1243",10,"1167",10,"47",10,"38",10,"1951",10,"1724",10,"766",10,"296",10,"19",10,"47",10,"52",10,"2410",10,"85",10,"3675"
"100919","1","999",13,"0",13,"0",10,"368",10,"546",10,"3",10,"4",10,"6",10,"1",10,"13",10,"1",10,"594",10,"326",10,"19",10,"17",10,"1003",10,"895",13,"0",10,"914",10,"7",10,"7",10,"14",10,"920",10,"36",10,"1898"
"100919","2","1",13,"0",13,"0",10,"368",10,"546",10,"3",10,"4",10,"6",10,"1",10,"13",10,"1",10,"594",10,"326",10,"19",10,"17",10,"1003",10,"895",13,"0",10,"914",10,"7",10,"7",10,"14",10,"920",10,"36",10,"1898"
"100937","1","999",10,"5",10,"1",10,"36",10,"77",10,"1",10,"3",10,"11",10,"17",10,"7",10,"5",10,"520",10,"703",10,"2",13,"0",10,"582",10,"806",10,"6",10,"113",10,"4",10,"28",10,"12",10,"1223",10,"2",10,"1388"
"100937","2","1",10,"5",10,"1",10,"27",10,"49",10,"1",10,"3",10,"11",10,"16",10,"7",10,"5",10,"495",10,"682",10,"1",13,"0",10,"547",10,"756",10,"6",10,"76",10,"4",10,"27",10,"12",10,"1177",10,"1",10,"1303"
"100937","4","3",13,"0",13,"0",10,"9",10,"28",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",10,"25",10,"21",10,"1",13,"0",10,"35",10,"50",13,"0",10,"37",13,"0",10,"1",13,"0",10,"46",10,"1",10,"85"
"100973","1","999",13,"0",13,"0",10,"103",10,"158",10,"1",13,"0",10,"1",10,"2",13,"0",13,"0",10,"126",10,"119",10,"3",10,"3",10,"234",10,"282",13,"0",10,"261",10,"1",10,"3",13,"0",10,"245",10,"6",10,"516"
"100973","2","1",13,"0",13,"0",10,"103",10,"158",10,"1",13,"0",10,"1",10,"2",13,"0",13,"0",10,"126",10,"119",10,"3",10,"3",10,"234",10,"282",13,"0",10,"261",10,"1",10,"3",13,"0",10,"245",10,"6",10,"516"
"101028","1","999",13,"0",13,"0",10,"316",10,"983",13,"0",10,"1",10,"14",10,"13",10,"29",10,"38",10,"622",10,"1034",10,"8",10,"31",10,"989",10,"2100",13,"0",10,"1299",10,"1",10,"27",10,"67",10,"1656",10,"39",10,"3089"
"101028","2","1",13,"0",13,"0",10,"316",10,"983",13,"0",10,"1",10,"14",10,"13",10,"29",10,"38",10,"622",10,"1034",10,"8",10,"31",10,"989",10,"2100",13,"0",10,"1299",10,"1",10,"27",10,"67",10,"1656",10,"39",10,"3089"
"101073","1","999",10,"6",10,"8",10,"227",10,"753",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"30",10,"21",13,"0",13,"0",10,"264",10,"782",10,"14",10,"980",13,"0",10,"1",13,"0",10,"51",13,"0",10,"1046"
"101073","2","1",10,"6",10,"8",10,"227",10,"753",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"30",10,"21",13,"0",13,"0",10,"264",10,"782",10,"14",10,"980",13,"0",10,"1",13,"0",10,"51",13,"0",10,"1046"
"101116","1","999",13,"0",10,"1",10,"103",10,"373",13,"0",10,"2",10,"2",10,"2",10,"1",10,"1",10,"32",10,"122",13,"0",13,"0",10,"138",10,"501",10,"1",10,"476",10,"2",10,"4",10,"2",10,"154",13,"0",10,"639"
"101116","2","1",13,"0",10,"1",10,"103",10,"373",13,"0",10,"2",10,"2",10,"2",10,"1",10,"1",10,"32",10,"122",13,"0",13,"0",10,"138",10,"501",10,"1",10,"476",10,"2",10,"4",10,"2",10,"154",13,"0",10,"639"
"101143","1","999",13,"0",13,"0",10,"261",10,"334",10,"15",10,"27",10,"42",10,"38",10,"54",10,"61",10,"988",10,"1067",10,"36",10,"35",10,"1396",10,"1562",13,"0",10,"595",10,"42",10,"80",10,"115",10,"2055",10,"71",10,"2958"
"101143","2","1",13,"0",13,"0",10,"261",10,"334",10,"15",10,"27",10,"42",10,"38",10,"54",10,"61",10,"988",10,"1067",10,"36",10,"35",10,"1396",10,"1562",13,"0",10,"595",10,"42",10,"80",10,"115",10,"2055",10,"71",10,"2958"
"101161","1","999",13,"0",13,"0",10,"142",10,"311",10,"15",10,"22",10,"2",10,"12",10,"13",10,"16",10,"1068",10,"1617",10,"4",10,"13",10,"1244",10,"1991",13,"0",10,"453",10,"37",10,"14",10,"29",10,"2685",10,"17",10,"3235"
"101161","2","1",13,"0",13,"0",10,"142",10,"311",10,"15",10,"22",10,"2",10,"12",10,"13",10,"16",10,"1068",10,"1617",10,"4",10,"13",10,"1244",10,"1991",13,"0",10,"453",10,"37",10,"14",10,"29",10,"2685",10,"17",10,"3235"
"101189","1","999",13,"0",13,"0",10,"308",10,"1042",10,"11",10,"9",10,"12",10,"13",10,"44",10,"13",10,"796",10,"907",10,"18",10,"46",10,"1189",10,"2030",13,"0",10,"1350",10,"20",10,"25",10,"57",10,"1703",10,"64",10,"3219"
"101189","2","1",13,"0",13,"0",10,"282",10,"982",10,"9",10,"7",10,"11",10,"11",10,"9",10,"12",10,"689",10,"818",10,"18",10,"43",10,"1018",10,"1873",13,"0",10,"1264",10,"16",10,"22",10,"21",10,"1507",10,"61",10,"2891"
"101189","3","2",13,"0",13,"0",10,"7",10,"11",10,"1",10,"2",13,"0",10,"2",13,"0",10,"1",10,"107",10,"73",13,"0",13,"0",10,"115",10,"89",13,"0",10,"18",10,"3",10,"2",10,"1",10,"180",13,"0",10,"204"
"101189","4","3",13,"0",13,"0",10,"19",10,"49",10,"1",13,"0",10,"1",13,"0",10,"35",13,"0",13,"0",10,"16",13,"0",10,"3",10,"56",10,"68",13,"0",10,"68",10,"1",10,"1",10,"35",10,"16",10,"3",10,"124"
"101231","1","999",13,"0",13,"0",10,"5",10,"100",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",10,"190",13,"0",13,"0",10,"10",10,"290",13,"0",10,"105",13,"0",13,"0",13,"0",10,"195",13,"0",10,"300"
"101231","2","1",13,"0",13,"0",10,"5",10,"100",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",10,"190",13,"0",13,"0",10,"10",10,"290",13,"0",10,"105",13,"0",13,"0",13,"0",10,"195",13,"0",10,"300"
"101240","1","999",10,"163",10,"116",10,"620",10,"1178",10,"21",10,"20",10,"7",10,"17",10,"35",10,"41",10,"2577",10,"3959",10,"32",10,"43",10,"3455",10,"5374",10,"279",10,"1798",10,"41",10,"24",10,"76",10,"6536",10,"75",10,"8829"
"101240","2","1",10,"163",10,"116",10,"620",10,"1178",10,"21",10,"20",10,"7",10,"17",10,"35",10,"41",10,"2577",10,"3959",10,"32",10,"43",10,"3455",10,"5374",10,"279",10,"1798",10,"41",10,"24",10,"76",10,"6536",10,"75",10,"8829"
"101286","1","999",13,"0",13,"0",10,"308",10,"658",10,"5",10,"9",10,"19",10,"32",10,"16",10,"30",10,"1000",10,"1589",10,"8",10,"19",10,"1356",10,"2337",13,"0",10,"966",10,"14",10,"51",10,"46",10,"2589",10,"27",10,"3693"
"101286","2","1",13,"0",13,"0",10,"308",10,"658",10,"5",10,"9",10,"19",10,"32",10,"16",10,"30",10,"1000",10,"1589",10,"8",10,"19",10,"1356",10,"2337",13,"0",10,"966",10,"14",10,"51",10,"46",10,"2589",10,"27",10,"3693"
"101295","1","999",13,"0",13,"0",10,"94",10,"127",10,"14",10,"18",10,"8",10,"25",10,"27",10,"25",10,"2719",10,"4571",13,"0",13,"0",10,"2862",10,"4766",13,"0",10,"221",10,"32",10,"33",10,"52",10,"7290",13,"0",10,"7628"
"101295","2","1",13,"0",13,"0",10,"94",10,"127",10,"14",10,"18",10,"8",10,"25",10,"27",10,"25",10,"2719",10,"4571",13,"0",13,"0",10,"2862",10,"4766",13,"0",10,"221",10,"32",10,"33",10,"52",10,"7290",13,"0",10,"7628"
"101301","1","999",13,"0",13,"0",10,"397",10,"1291",13,"0",10,"4",10,"3",10,"4",13,"0",10,"5",10,"521",10,"860",10,"1",10,"1",10,"922",10,"2165",13,"0",10,"1688",10,"4",10,"7",10,"5",10,"1381",10,"2",10,"3087"
"101301","2","1",13,"0",13,"0",10,"397",10,"1291",13,"0",10,"4",10,"3",10,"4",13,"0",10,"5",10,"521",10,"860",10,"1",10,"1",10,"922",10,"2165",13,"0",10,"1688",10,"4",10,"7",10,"5",10,"1381",10,"2",10,"3087"
"101365","1","999",13,"0",13,"0",10,"157",10,"187",10,"1",13,"0",13,"0",10,"1",10,"1",10,"3",10,"207",10,"79",10,"2",13,"0",10,"368",10,"270",13,"0",10,"344",10,"1",10,"1",10,"4",10,"286",10,"2",10,"638"
"101365","2","1",13,"0",13,"0",10,"157",10,"187",10,"1",13,"0",13,"0",10,"1",10,"1",10,"3",10,"207",10,"79",10,"2",13,"0",10,"368",10,"270",13,"0",10,"344",10,"1",10,"1",10,"4",10,"286",10,"2",10,"638"
"101435","1","999",10,"6",10,"16",10,"35",10,"31",10,"4",10,"3",10,"6",10,"3",10,"2",10,"3",10,"249",10,"312",10,"6",10,"9",10,"308",10,"377",10,"22",10,"66",10,"7",10,"9",10,"5",10,"561",10,"15",10,"685"
"101435","2","1",10,"6",10,"16",10,"35",10,"31",10,"4",10,"3",10,"6",10,"3",10,"2",10,"3",10,"249",10,"312",10,"6",10,"9",10,"308",10,"377",10,"22",10,"66",10,"7",10,"9",10,"5",10,"561",10,"15",10,"685"
"101453","1","999",10,"13",13,"0",10,"20",10,"1",13,"0",13,"0",13,"0",13,"0",10,"3",13,"0",10,"105",10,"16",10,"5",13,"0",10,"146",10,"17",10,"13",10,"21",13,"0",13,"0",10,"3",10,"121",10,"5",10,"163"
"101453","2","1",10,"10",13,"0",10,"17",10,"1",13,"0",13,"0",13,"0",13,"0",10,"3",13,"0",10,"92",10,"14",10,"5",13,"0",10,"127",10,"15",10,"10",10,"18",13,"0",13,"0",10,"3",10,"106",10,"5",10,"142"
"101453","4","3",10,"3",13,"0",10,"3",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13",10,"2",13,"0",13,"0",10,"19",10,"2",10,"3",10,"3",13,"0",13,"0",13,"0",10,"15",13,"0",10,"21"
"101462","1","999",13,"0",13,"0",10,"234",10,"426",10,"1",10,"1",10,"6",10,"3",10,"9",10,"1",10,"303",10,"175",10,"16",10,"14",10,"569",10,"620",13,"0",10,"660",10,"2",10,"9",10,"10",10,"478",10,"30",10,"1189"
"101462","2","1",13,"0",13,"0",10,"234",10,"426",10,"1",10,"1",10,"6",10,"3",10,"9",10,"1",10,"303",10,"175",10,"16",10,"14",10,"569",10,"620",13,"0",10,"660",10,"2",10,"9",10,"10",10,"478",10,"30",10,"1189"
"101471","1","999",13,"0",13,"0",10,"598",10,"103",13,"0",10,"1",10,"5",13,"0",10,"12",10,"1",10,"248",10,"147",10,"2",13,"0",10,"865",10,"252",13,"0",10,"701",10,"1",10,"5",10,"13",10,"395",10,"2",10,"1117"
"101471","2","1",13,"0",13,"0",10,"598",10,"103",13,"0",10,"1",10,"5",13,"0",10,"12",10,"1",10,"248",10,"147",10,"2",13,"0",10,"865",10,"252",13,"0",10,"701",10,"1",10,"5",10,"13",10,"395",10,"2",10,"1117"
"101480","1","999",10,"49",10,"71",10,"894",10,"1401",10,"24",10,"54",10,"54",10,"56",10,"45",10,"69",10,"3130",10,"4773",10,"125",10,"171",10,"4321",10,"6595",10,"120",10,"2295",10,"78",10,"110",10,"114",10,"7903",10,"296",10,"10916"
"101480","2","1",10,"38",10,"50",10,"748",10,"1041",10,"21",10,"46",10,"43",10,"45",10,"37",10,"53",10,"2510",10,"3578",10,"91",10,"115",10,"3488",10,"4928",10,"88",10,"1789",10,"67",10,"88",10,"90",10,"6088",10,"206",10,"8416"
"101480","4","3",10,"11",10,"21",10,"146",10,"360",10,"3",10,"8",10,"11",10,"11",10,"8",10,"16",10,"620",10,"1195",10,"34",10,"56",10,"833",10,"1667",10,"32",10,"506",10,"11",10,"22",10,"24",10,"1815",10,"90",10,"2500"
"101499","1","999",13,"0",13,"0",10,"371",10,"343",10,"26",10,"30",10,"4",10,"4",10,"8",10,"4",10,"487",10,"713",10,"72",10,"33",10,"968",10,"1127",13,"0",10,"714",10,"56",10,"8",10,"12",10,"1200",10,"105",10,"2095"
"101499","2","1",13,"0",13,"0",10,"371",10,"343",10,"26",10,"30",10,"4",10,"4",10,"8",10,"4",10,"487",10,"713",10,"72",10,"33",10,"968",10,"1127",13,"0",10,"714",10,"56",10,"8",10,"12",10,"1200",10,"105",10,"2095"
"101505","1","999",10,"106",10,"85",10,"583",10,"1599",10,"11",10,"18",10,"69",10,"98",10,"41",10,"72",10,"3554",10,"5077",10,"44",10,"67",10,"4408",10,"7016",10,"191",10,"2182",10,"29",10,"167",10,"113",10,"8631",10,"111",10,"11424"
"101505","2","1",10,"106",10,"85",10,"583",10,"1599",10,"11",10,"18",10,"69",10,"98",10,"41",10,"72",10,"3554",10,"5077",10,"44",10,"67",10,"4408",10,"7016",10,"191",10,"2182",10,"29",10,"167",10,"113",10,"8631",10,"111",10,"11424"
"101514","1","999",13,"0",13,"0",10,"1180",10,"2053",10,"181",10,"284",10,"95",10,"148",10,"93",10,"110",10,"4623",10,"6288",10,"71",10,"71",10,"6243",10,"8954",13,"0",10,"3233",10,"465",10,"243",10,"203",10,"10911",10,"142",10,"15197"
"101514","2","1",13,"0",13,"0",10,"1180",10,"2053",10,"181",10,"284",10,"95",10,"148",10,"93",10,"110",10,"4623",10,"6288",10,"71",10,"71",10,"6243",10,"8954",13,"0",10,"3233",10,"465",10,"243",10,"203",10,"10911",10,"142",10,"15197"
"101541","1","999",10,"3",10,"4",13,"0",10,"56",13,"0",10,"3",13,"0",10,"7",10,"1",10,"4",10,"14",10,"318",13,"0",10,"1",10,"18",10,"393",10,"7",10,"56",10,"3",10,"7",10,"5",10,"332",10,"1",10,"411"
"101541","2","1",10,"3",10,"4",13,"0",10,"56",13,"0",10,"3",13,"0",10,"7",10,"1",10,"4",10,"14",10,"318",13,"0",10,"1",10,"18",10,"393",10,"7",10,"56",10,"3",10,"7",10,"5",10,"332",10,"1",10,"411"
"101569","1","999",13,"0",13,"0",10,"1111",10,"2616",10,"1",13,"0",10,"2",10,"3",10,"2",10,"3",10,"59",10,"44",10,"1",10,"3",10,"1176",10,"2669",13,"0",10,"3727",10,"1",10,"5",10,"5",10,"103",10,"4",10,"3845"
"101569","2","1",13,"0",13,"0",10,"1111",10,"2616",10,"1",13,"0",10,"2",10,"3",10,"2",10,"3",10,"59",10,"44",10,"1",10,"3",10,"1176",10,"2669",13,"0",10,"3727",10,"1",10,"5",10,"5",10,"103",10,"4",10,"3845"
"101587","1","999",10,"16",10,"15",10,"412",10,"881",10,"4",10,"3",10,"6",10,"3",10,"4",10,"7",10,"671",10,"1196",13,"0",13,"0",10,"1113",10,"2105",10,"31",10,"1293",10,"7",10,"9",10,"11",10,"1867",13,"0",10,"3218"
"101587","2","1",10,"15",10,"10",10,"312",10,"505",10,"3",10,"2",10,"5",10,"2",10,"3",10,"4",10,"493",10,"557",13,"0",13,"0",10,"831",10,"1080",10,"25",10,"817",10,"5",10,"7",10,"7",10,"1050",13,"0",10,"1911"
"101587","4","3",10,"1",10,"5",10,"100",10,"376",10,"1",10,"1",10,"1",10,"1",10,"1",10,"3",10,"178",10,"639",13,"0",13,"0",10,"282",10,"1025",10,"6",10,"476",10,"2",10,"2",10,"4",10,"817",13,"0",10,"1307"
"101602","1","999",13,"0",13,"0",10,"128",10,"291",10,"6",10,"2",10,"2",10,"9",10,"4",10,"8",10,"643",10,"1073",10,"8",10,"6",10,"791",10,"1389",13,"0",10,"419",10,"8",10,"11",10,"12",10,"1716",10,"14",10,"2180"
"101602","2","1",13,"0",13,"0",10,"128",10,"291",10,"6",10,"2",10,"2",10,"9",10,"4",10,"8",10,"643",10,"1073",10,"8",10,"6",10,"791",10,"1389",13,"0",10,"419",10,"8",10,"11",10,"12",10,"1716",10,"14",10,"2180"
"101648","1","999",10,"5",13,"0",10,"13",10,"5",10,"1",13,"0",10,"5",10,"2",10,"13",10,"2",10,"125",10,"10",13,"0",13,"0",10,"162",10,"19",10,"5",10,"18",10,"1",10,"7",10,"15",10,"135",13,"0",10,"181"
"101648","2","1",10,"5",13,"0",10,"13",10,"5",10,"1",13,"0",10,"5",10,"2",10,"13",10,"2",10,"125",10,"10",13,"0",13,"0",10,"162",10,"19",10,"5",10,"18",10,"1",10,"7",10,"15",10,"135",13,"0",10,"181"
"101675","1","999",13,"0",13,"0",10,"868",10,"1134",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",10,"2",10,"8",10,"10",10,"881",10,"1146",13,"0",10,"2002",13,"0",13,"0",13,"0",10,"7",10,"18",10,"2027"
"101675","2","1",13,"0",13,"0",10,"868",10,"1134",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",10,"2",10,"8",10,"10",10,"881",10,"1146",13,"0",10,"2002",13,"0",13,"0",13,"0",10,"7",10,"18",10,"2027"
"101693","1","999",10,"29",10,"12",10,"73",10,"457",10,"13",10,"26",10,"2",10,"5",10,"10",10,"9",10,"422",10,"896",10,"59",10,"170",10,"608",10,"1575",10,"41",10,"530",10,"39",10,"7",10,"19",10,"1318",10,"229",10,"2183"
"101693","2","1",10,"23",10,"12",10,"66",10,"399",10,"12",10,"24",10,"2",10,"5",10,"9",10,"8",10,"395",10,"785",10,"46",10,"149",10,"553",10,"1382",10,"35",10,"465",10,"36",10,"7",10,"17",10,"1180",10,"195",10,"1935"
"101693","4","3",10,"6",13,"0",10,"7",10,"58",10,"1",10,"2",13,"0",13,"0",10,"1",10,"1",10,"27",10,"111",10,"13",10,"21",10,"55",10,"193",10,"6",10,"65",10,"3",13,"0",10,"2",10,"138",10,"34",10,"248"
"101709","1","999",10,"4",10,"11",10,"126",10,"337",10,"3",10,"18",10,"5",10,"17",10,"15",10,"25",10,"991",10,"2061",10,"17",10,"35",10,"1161",10,"2504",10,"15",10,"463",10,"21",10,"22",10,"40",10,"3052",10,"52",10,"3665"
