UNITID,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW
100760,1,999,"R",3411,"R",1224,"R",2187,"R",13,"R",6,"R",7,"R",11,"R",5,"R",6,"R",1053,"R",277,"R",776,"R",18,"R",8,"R",10,"R",0,"R",0,"R",0,"R",2292,"R",920,"R",1372,"R",0,"R",0,"R",0,"R",24,"R",8,"R",16,"R",0,"R",0,"R",0
100760,2,  1,"R",3411,"R",1224,"R",2187,"R",13,"R",6,"R",7,"R",11,"R",5,"R",6,"R",1053,"R",277,"R",776,"R",18,"R",8,"R",10,"R",0,"R",0,"R",0,"R",2292,"R",920,"R",1372,"R",0,"R",0,"R",0,"R",24,"R",8,"R",16,"R",0,"R",0,"R",0
100812,1,999,"R",4782,"R",1715,"R",3067,"R",120,"R",43,"R",77,"R",35,"R",9,"R",26,"R",599,"R",182,"R",417,"R",59,"R",28,"R",31,"R",1,"R",1,"R",0,"R",3769,"R",1371,"R",2398,"R",50,"R",10,"R",40,"R",121,"R",54,"R",67,"R",28,"R",17,"R",11
100812,2,  1,"R",4782,"R",1715,"R",3067,"R",120,"R",43,"R",77,"R",35,"R",9,"R",26,"R",599,"R",182,"R",417,"R",59,"R",28,"R",31,"R",1,"R",1,"R",0,"R",3769,"R",1371,"R",2398,"R",50,"R",10,"R",40,"R",121,"R",54,"R",67,"R",28,"R",17,"R",11
100830,1,999,"R",7119,"R",2619,"R",4500,"R",31,"R",10,"R",21,"R",117,"R",56,"R",61,"R",2339,"R",607,"R",1732,"R",89,"R",36,"R",53,"R",0,"R",0,"R",0,"R",3792,"R",1586,"R",2206,"Z",0,"Z",0,"Z",0,"R",536,"R",213,"R",323,"R",215,"R",111,"R",104
100830,2,  1,"R",5833,"R",2236,"R",3597,"R",24,"R",7,"R",17,"R",95,"R",44,"R",51,"R",1866,"R",521,"R",1345,"R",75,"R",29,"R",46,"R",0,"R",0,"R",0,"R",3105,"R",1346,"R",1759,"Z",0,"Z",0,"Z",0,"R",490,"R",196,"R",294,"R",178,"R",93,"R",85
100830,4,  3,"R",1286,"R",383,"R",903,"R",7,"R",3,"R",4,"R",22,"R",12,"R",10,"R",473,"R",86,"R",387,"R",14,"R",7,"R",7,"R",0,"R",0,"R",0,"R",687,"R",240,"R",447,"Z",0,"Z",0,"Z",0,"R",46,"R",17,"R",29,"R",37,"R",18,"R",19
100858,1,999,"R",26840,"R",13796,"R",13044,"R",176,"R",86,"R",90,"R",543,"R",289,"R",254,"R",2226,"R",992,"R",1234,"R",615,"R",321,"R",294,"Z",0,"Z",0,"Z",0,"R",21845,"R",11228,"R",10617,"Z",0,"Z",0,"Z",0,"R",324,"R",173,"R",151,"R",1111,"R",707,"R",404
100858,2,  1,"R",21322,"R",11077,"R",10245,"R",153,"R",72,"R",81,"R",406,"R",229,"R",177,"R",1766,"R",841,"R",925,"R",523,"R",267,"R",256,"Z",0,"Z",0,"Z",0,"R",18087,"R",9440,"R",8647,"Z",0,"Z",0,"Z",0,"R",231,"R",127,"R",104,"R",156,"R",101,"R",55
100858,4,  3,"R",5518,"R",2719,"R",2799,"R",23,"R",14,"R",9,"R",137,"R",60,"R",77,"R",460,"R",151,"R",309,"R",92,"R",54,"R",38,"Z",0,"Z",0,"Z",0,"R",3758,"R",1788,"R",1970,"Z",0,"Z",0,"Z",0,"R",93,"R",46,"R",47,"R",955,"R",606,"R",349
100937,1,999,"R",1594,"R",807,"R",787,"R",11,"R",6,"R",5,"R",68,"R",29,"R",39,"R",124,"R",59,"R",65,"R",40,"R",19,"R",21,"Z",0,"Z",0,"Z",0,"R",1312,"R",674,"R",638,"R",15,"R",8,"R",7,"R",24,"R",12,"R",12,"Z",0,"Z",0,"Z",0
100937,2,  1,"R",1571,"R",795,"R",776,"R",11,"R",6,"R",5,"R",68,"R",29,"R",39,"R",122,"R",58,"R",64,"R",39,"R",19,"R",20,"Z",0,"Z",0,"Z",0,"R",1294,"R",663,"R",631,"R",15,"R",8,"R",7,"R",22,"R",12,"R",10,"Z",0,"Z",0,"Z",0
100937,4,  3,"R",23,"R",12,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",18,"R",11,"R",7,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0
101028,1,999,"R",2525,"R",904,"R",1621,"R",10,"R",4,"R",6,"R",18,"R",12,"R",6,"R",1102,"R",335,"R",767,"R",91,"R",33,"R",58,"R",6,"R",3,"R",3,"R",1227,"R",494,"R",733,"R",14,"R",5,"R",9,"R",54,"R",16,"R",38,"R",3,"R",2,"R",1
101028,2,  1,"R",2525,"R",904,"R",1621,"R",10,"R",4,"R",6,"R",18,"R",12,"R",6,"R",1102,"R",335,"R",767,"R",91,"R",33,"R",58,"R",6,"R",3,"R",3,"R",1227,"R",494,"R",733,"R",14,"R",5,"R",9,"R",54,"R",16,"R",38,"R",3,"R",2,"R",1
101073,1,999,"R",774,"R",440,"R",334,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",732,"R",408,"R",324,"R",12,"R",12,"R",0,"R",0,"R",0,"R",0,"R",11,"R",7,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17,"R",12,"R",5
101073,2,  1,"R",774,"R",440,"R",334,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",732,"R",408,"R",324,"R",12,"R",12,"R",0,"R",0,"R",0,"R",0,"R",11,"R",7,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17,"R",12,"R",5
101116,1,999,"R",1353,"R",337,"R",1016,"R",2,"R",1,"R",1,"R",11,"R",3,"R",8,"R",921,"R",217,"R",704,"R",23,"R",8,"R",15,"R",0,"R",0,"R",0,"R",344,"R",97,"R",247,"R",27,"R",4,"R",23,"R",25,"R",7,"R",18,"R",0,"R",0,"R",0
101116,2,  1,"R",1248,"R",322,"R",926,"R",2,"R",1,"R",1,"R",9,"R",3,"R",6,"R",840,"R",206,"R",634,"R",23,"R",8,"R",15,"R",0,"R",0,"R",0,"R",326,"R",93,"R",233,"R",24,"R",4,"R",20,"R",24,"R",7,"R",17,"R",0,"R",0,"R",0
101116,4,  3,"R",105,"R",15,"R",90,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",81,"R",11,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18,"R",4,"R",14,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
101143,1,999,"R",4103,"R",2417,"R",1686,"R",35,"R",17,"R",18,"R",64,"R",36,"R",28,"R",821,"R",417,"R",404,"R",164,"R",81,"R",83,"R",6,"R",2,"R",4,"R",2921,"R",1814,"R",1107,"R",37,"R",20,"R",17,"R",49,"R",26,"R",23,"R",6,"R",4,"R",2
101143,2,  1,"R",4103,"R",2417,"R",1686,"R",35,"R",17,"R",18,"R",64,"R",36,"R",28,"R",821,"R",417,"R",404,"R",164,"R",81,"R",83,"R",6,"R",2,"R",4,"R",2921,"R",1814,"R",1107,"R",37,"R",20,"R",17,"R",49,"R",26,"R",23,"R",6,"R",4,"R",2
101161,1,999,"R",6846,"R",2521,"R",4325,"R",114,"R",37,"R",77,"R",51,"R",22,"R",29,"R",1256,"R",382,"R",874,"R",146,"R",53,"R",93,"R",8,"R",2,"R",6,"R",5158,"R",1989,"R",3169,"R",79,"R",24,"R",55,"R",31,"R",10,"R",21,"R",3,"R",2,"R",1
101161,2,  1,"R",6846,"R",2521,"R",4325,"R",114,"R",37,"R",77,"R",51,"R",22,"R",29,"R",1256,"R",382,"R",874,"R",146,"R",53,"R",93,"R",8,"R",2,"R",6,"R",5158,"R",1989,"R",3169,"R",79,"R",24,"R",55,"R",31,"R",10,"R",21,"R",3,"R",2,"R",1
101189,1,999,"R",3961,"R",1648,"R",2313,"R",17,"R",8,"R",9,"R",33,"R",17,"R",16,"R",1725,"R",406,"R",1319,"R",55,"R",32,"R",23,"R",11,"R",5,"R",6,"R",1521,"R",759,"R",762,"R",27,"R",12,"R",15,"R",496,"R",362,"R",134,"R",76,"R",47,"R",29
101189,2,  1,"R",3316,"R",1341,"R",1975,"R",14,"R",6,"R",8,"R",26,"R",14,"R",12,"R",1599,"R",377,"R",1222,"R",46,"R",28,"R",18,"R",8,"R",4,"R",4,"R",1277,"R",621,"R",656,"R",25,"R",11,"R",14,"R",250,"R",236,"R",14,"R",71,"R",44,"R",27
101189,4,  3,"R",645,"R",307,"R",338,"R",3,"R",2,"R",1,"R",7,"R",3,"R",4,"R",126,"R",29,"R",97,"R",9,"R",4,"R",5,"R",3,"R",1,"R",2,"R",244,"R",138,"R",106,"R",2,"R",1,"R",1,"R",246,"R",126,"R",120,"R",5,"R",3,"R",2
101240,1,999,"R",9949,"R",3813,"R",6136,"R",37,"R",17,"R",20,"R",46,"R",22,"R",24,"R",2226,"R",756,"R",1470,"R",235,"R",102,"R",133,"R",12,"R",2,"R",10,"R",7019,"R",2736,"R",4283,"R",113,"R",53,"R",60,"R",75,"R",32,"R",43,"R",186,"R",93,"R",93
101240,2,  1,"R",9949,"R",3813,"R",6136,"R",37,"R",17,"R",20,"R",46,"R",22,"R",24,"R",2226,"R",756,"R",1470,"R",235,"R",102,"R",133,"R",12,"R",2,"R",10,"R",7019,"R",2736,"R",4283,"R",113,"R",53,"R",60,"R",75,"R",32,"R",43,"R",186,"R",93,"R",93
101277,1,999,"R",52,"R",2,"R",50,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",46,"R",2,"R",44,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101277,2,  1,"R",52,"R",2,"R",50,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",46,"R",2,"R",44,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101286,1,999,"R",6992,"R",2387,"R",4605,"R",29,"R",11,"R",18,"R",52,"R",15,"R",37,"R",2239,"R",626,"R",1613,"R",103,"R",36,"R",67,"R",8,"R",1,"R",7,"R",4481,"R",1669,"R",2812,"R",49,"R",16,"R",33,"R",26,"R",9,"R",17,"R",5,"R",4,"R",1
101286,2,  1,"R",6992,"R",2387,"R",4605,"R",29,"R",11,"R",18,"R",52,"R",15,"R",37,"R",2239,"R",626,"R",1613,"R",103,"R",36,"R",67,"R",8,"R",1,"R",7,"R",4481,"R",1669,"R",2812,"R",49,"R",16,"R",33,"R",26,"R",9,"R",17,"R",5,"R",4,"R",1
101295,1,999,"R",8505,"R",3135,"R",5370,"R",81,"R",36,"R",45,"R",33,"R",13,"R",20,"R",405,"R",130,"R",275,"R",135,"R",66,"R",69,"R",4,"R",2,"R",2,"R",7738,"R",2837,"R",4901,"R",47,"R",13,"R",34,"R",19,"R",10,"R",9,"R",43,"R",28,"R",15
101295,2,  1,"R",8505,"R",3135,"R",5370,"R",81,"R",36,"R",45,"R",33,"R",13,"R",20,"R",405,"R",130,"R",275,"R",135,"R",66,"R",69,"R",4,"R",2,"R",2,"R",7738,"R",2837,"R",4901,"R",47,"R",13,"R",34,"R",19,"R",10,"R",9,"R",43,"R",28,"R",15
101301,1,999,"R",3385,"R",1112,"R",2273,"R",8,"R",3,"R",5,"R",19,"R",9,"R",10,"R",2298,"R",709,"R",1589,"R",23,"R",9,"R",14,"R",22,"R",3,"R",19,"R",1002,"R",376,"R",626,"R",4,"R",1,"R",3,"R",7,"R",1,"R",6,"R",2,"R",1,"R",1
101301,2,  1,"R",3385,"R",1112,"R",2273,"R",8,"R",3,"R",5,"R",19,"R",9,"R",10,"R",2298,"R",709,"R",1589,"R",23,"R",9,"R",14,"R",22,"R",3,"R",19,"R",1002,"R",376,"R",626,"R",4,"R",1,"R",3,"R",7,"R",1,"R",6,"R",2,"R",1,"R",1
101365,1,999,"R",755,"R",238,"R",517,"R",1,"Z",0,"R",1,"R",4,"R",2,"R",2,"R",475,"R",103,"R",372,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"R",223,"R",113,"R",110,"R",8,"R",5,"R",3,"R",37,"R",13,"R",24,"Z",0,"Z",0,"Z",0
101365,2,  1,"R",755,"R",238,"R",517,"R",1,"Z",0,"R",1,"R",4,"R",2,"R",2,"R",475,"R",103,"R",372,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"R",223,"R",113,"R",110,"R",8,"R",5,"R",3,"R",37,"R",13,"R",24,"Z",0,"Z",0,"Z",0
101435,1,999,"R",1315,"R",616,"R",699,"R",6,"R",4,"R",2,"R",3,"R",2,"R",1,"R",229,"R",117,"R",112,"R",23,"R",9,"R",14,"R",1,"R",0,"R",1,"R",753,"R",380,"R",373,"R",14,"R",5,"R",9,"R",278,"R",96,"R",182,"R",8,"R",3,"R",5
101435,2,  1,"R",1315,"R",616,"R",699,"R",6,"R",4,"R",2,"R",3,"R",2,"R",1,"R",229,"R",117,"R",112,"R",23,"R",9,"R",14,"R",1,"R",0,"R",1,"R",753,"R",380,"R",373,"R",14,"R",5,"R",9,"R",278,"R",96,"R",182,"R",8,"R",3,"R",5
101453,1,999,"R",109,"R",91,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",8,"R",3,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",76,"R",62,"R",14,"Z",0,"Z",0,"Z",0,"R",12,"R",11,"R",1,"R",8,"R",8,"Z",0
101453,2,  1,"R",73,"R",58,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",5,"R",2,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",53,"R",40,"R",13,"Z",0,"Z",0,"Z",0,"R",9,"R",9,"Z",0,"R",2,"R",2,"Z",0
101453,4,  3,"R",36,"R",33,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",22,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",6,"R",6,"Z",0
101462,1,999,"R",2318,"R",933,"R",1385,"R",15,"R",6,"R",9,"R",16,"R",7,"R",9,"R",1638,"R",609,"R",1029,"R",17,"R",3,"R",14,"R",6,"R",1,"R",5,"R",582,"R",287,"R",295,"R",15,"R",5,"R",10,"R",16,"R",4,"R",12,"R",13,"R",11,"R",2
101462,2,  1,"R",2318,"R",933,"R",1385,"R",15,"R",6,"R",9,"R",16,"R",7,"R",9,"R",1638,"R",609,"R",1029,"R",17,"R",3,"R",14,"R",6,"R",1,"R",5,"R",582,"R",287,"R",295,"R",15,"R",5,"R",10,"R",16,"R",4,"R",12,"R",13,"R",11,"R",2
101471,1,999,"R",1007,"R",683,"R",324,"R",6,"R",4,"R",2,"R",2,"R",2,"R",0,"R",600,"R",472,"R",128,"R",8,"R",7,"R",1,"R",1,"R",0,"R",1,"R",389,"R",197,"R",192,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
101471,2,  1,"R",1007,"R",683,"R",324,"R",6,"R",4,"R",2,"R",2,"R",2,"R",0,"R",600,"R",472,"R",128,"R",8,"R",7,"R",1,"R",1,"R",0,"R",1,"R",389,"R",197,"R",192,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
101480,1,999,"R",11394,"R",4844,"R",6550,"R",68,"R",37,"R",31,"R",57,"R",28,"R",29,"R",3167,"R",1275,"R",1892,"R",135,"R",58,"R",77,"R",7,"R",4,"R",3,"R",7283,"R",3113,"R",4170,"R",0,"R",0,"R",0,"R",394,"R",178,"R",216,"R",283,"R",151,"R",132
101480,2,  1,"R",9526,"R",4152,"R",5374,"R",60,"R",34,"R",26,"R",52,"R",26,"R",26,"R",2739,"R",1132,"R",1607,"R",121,"R",53,"R",68,"R",7,"R",4,"R",3,"R",6005,"R",2641,"R",3364,"R",0,"R",0,"R",0,"R",322,"R",144,"R",178,"R",220,"R",118,"R",102
101480,4,  3,"R",1868,"R",692,"R",1176,"R",8,"R",3,"R",5,"R",5,"R",2,"R",3,"R",428,"R",143,"R",285,"R",14,"R",5,"R",9,"R",0,"R",0,"R",0,"R",1278,"R",472,"R",806,"R",0,"R",0,"R",0,"R",72,"R",34,"R",38,"R",63,"R",33,"R",30
101499,1,999,"R",1956,"R",858,"R",1098,"R",73,"R",35,"R",38,"R",37,"R",11,"R",26,"R",589,"R",240,"R",349,"R",29,"R",16,"R",13,"R",2,"R",0,"R",2,"R",1078,"R",437,"R",641,"R",16,"R",5,"R",11,"R",132,"R",114,"R",18,"R",0,"R",0,"R",0
101499,2,  1,"R",1956,"R",858,"R",1098,"R",73,"R",35,"R",38,"R",37,"R",11,"R",26,"R",589,"R",240,"R",349,"R",29,"R",16,"R",13,"R",2,"R",0,"R",2,"R",1078,"R",437,"R",641,"R",16,"R",5,"R",11,"R",132,"R",114,"R",18,"R",0,"R",0,"R",0
101505,1,999,"R",14856,"R",5946,"R",8910,"R",39,"R",16,"R",23,"R",223,"R",102,"R",121,"R",3139,"R",968,"R",2171,"R",344,"R",141,"R",203,"R",12,"R",6,"R",6,"R",10644,"R",4530,"R",6114,"R",299,"R",111,"R",188,"R",43,"R",21,"R",22,"R",113,"R",51,"R",62
101505,2,  1,"R",14856,"R",5946,"R",8910,"R",39,"R",16,"R",23,"R",223,"R",102,"R",121,"R",3139,"R",968,"R",2171,"R",344,"R",141,"R",203,"R",12,"R",6,"R",6,"R",10644,"R",4530,"R",6114,"R",299,"R",111,"R",188,"R",43,"R",21,"R",22,"R",113,"R",51,"R",62
101514,1,999,"R",17627,"R",7772,"R",9855,"R",417,"R",181,"R",236,"R",168,"R",60,"R",108,"R",3566,"R",1361,"R",2205,"R",517,"R",220,"R",297,"R",25,"R",8,"R",17,"R",12295,"R",5675,"R",6620,"R",431,"R",164,"R",267,"R",140,"R",61,"R",79,"R",68,"R",42,"R",26
101514,2,  1,"R",17627,"R",7772,"R",9855,"R",417,"R",181,"R",236,"R",168,"R",60,"R",108,"R",3566,"R",1361,"R",2205,"R",517,"R",220,"R",297,"R",25,"R",8,"R",17,"R",12295,"R",5675,"R",6620,"R",431,"R",164,"R",267,"R",140,"R",61,"R",79,"R",68,"R",42,"R",26
101541,1,999,"R",336,"R",12,"R",324,"R",3,"R",1,"R",2,"R",2,"Z",0,"R",2,"R",36,"R",1,"R",35,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",277,"R",9,"R",268,"R",9,"Z",0,"R",9,"R",4,"R",1,"R",3,"R",1,"Z",0,"R",1
101541,2,  1,"R",336,"R",12,"R",324,"R",3,"R",1,"R",2,"R",2,"Z",0,"R",2,"R",36,"R",1,"R",35,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",277,"R",9,"R",268,"R",9,"Z",0,"R",9,"R",4,"R",1,"R",3,"R",1,"Z",0,"R",1
101569,1,999,"R",7058,"R",2653,"R",4405,"R",11,"R",2,"R",9,"R",34,"R",13,"R",21,"R",5492,"R",1889,"R",3603,"R",64,"R",38,"R",26,"R",4,"R",1,"R",3,"R",956,"R",513,"R",443,"R",26,"R",14,"R",12,"R",465,"R",181,"R",284,"R",6,"R",2,"R",4
