UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 
238458,1,2,1,2,1,3,1,1,3,"R",3463,"R",1324,"R",2139,"R",2478,"R",845,"R",1633,"R",668,"R",236,"R",432,"R",667,"R",236,"R",431,"R",1,"R",0,"R",1,"R",9,"R",1,"R",625,"R",95,"R",485,"R",593,"R",455,"R",565,"R",21,"R",26,"R",20,"R",26,"R",20,"R",26
238476,1,2,1,2,3,3,5,1,3,"R",6640,"R",2632,"R",4008,"R",4630,"R",1850,"R",2780,"R",723,"R",328,"R",395,"R",722,"R",327,"R",395,"R",1,"R",1,"R",0,"R",35,"R",5,"R",680,"R",94,"R",470,"R",580,"R",450,"R",560,"R",21,"R",27,"R",21,"R",27,"R",19,"R",26
238616,1,2,2,2,3,3,1,1,3,"R",2633,"R",1079,"R",1554,"R",1668,"R",575,"R",1093,"R",478,"R",166,"R",312,"R",472,"R",163,"R",309,"R",6,"R",3,"R",3,"Z",0,"Z",0,"R",478,"R",96,"A",,"A",,"A",,"A",,"R",21,"R",27,"R",20,"R",27,"R",20,"R",26
238661,1,1,1,2,3,3,1,1,3,"R",1065,"R",225,"R",810,"R",808,"R",179,"R",629,"R",263,"R",56,"R",207,"R",263,"R",56,"R",207,"R",0,"R",0,"R",0,"R",6,"R",2,"R",257,"R",98,"R",490,"R",553,"R",465,"R",525,"R",21,"R",25,"R",20,"R",25,"R",19,"R",25
238980,1,2,1,2,2,3,1,1,3,"R",1278,"R",721,"R",557,"R",708,"R",379,"R",329,"R",207,"R",97,"R",110,"R",192,"R",91,"R",101,"R",15,"R",6,"R",9,"R",23,"R",11,"R",175,"R",85,"R",390,"R",490,"R",420,"R",510,"R",16,"R",22,"R",16,"R",22,"R",14,"R",21
239017,5,5,1,2,1,5,5,5,3,"R",3579,"R",1610,"R",1969,"R",2254,"R",957,"R",1297,"R",374,"R",189,"R",185,"R",374,"R",189,"R",185,"R",0,"R",0,"R",0,"R",100,"R",27,"R",219,"R",59,"R",555,"R",693,"R",578,"R",713,"R",26,"R",31,"R",26,"R",33,"R",25,"R",30
239071,1,2,1,2,1,3,2,3,3,"R",398,"R",217,"R",181,"R",271,"R",125,"R",146,"R",202,"R",86,"R",116,"R",191,"R",81,"R",110,"R",11,"R",5,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
239080,1,2,1,2,3,3,1,1,3,"R",1245,"R",442,"R",803,"R",961,"R",343,"R",618,"R",267,"R",95,"R",172,"R",267,"R",95,"R",172,"A",,"A",,"A",,"R",0,"R",0,"R",251,"R",94,"A",,"A",,"A",,"A",,"R",17,"R",23,"R",15,"R",22,"R",16,"R",23
239105,1,2,1,1,3,3,1,2,3,"R",13136,"R",5830,"R",7306,"R",11079,"R",4940,"R",6139,"R",2005,"R",910,"R",1095,"R",2002,"R",910,"R",1092,"R",3,"R",0,"R",3,"R",262,"R",13,"R",1811,"R",90,"R",520,"R",630,"R",520,"R",640,"R",24,"R",29,"R",24,"R",30,"R",24,"R",28
239309,1,5,1,3,5,1,2,1,3,"R",810,"R",251,"R",559,"R",492,"R",154,"R",338,"R",174,"R",55,"R",119,"R",174,"R",55,"R",119,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
239318,1,3,1,2,3,3,1,1,3,"R",2686,"R",1860,"R",826,"R",1781,"R",1271,"R",510,"R",555,"R",414,"R",141,"R",550,"R",410,"R",140,"R",5,"R",4,"R",1,"R",16,"R",3,"R",513,"R",97,"R",560,"R",650,"R",600,"R",690,"R",25,"R",30,"R",24,"R",30,"R",26,"R",30
239390,1,3,1,2,2,3,1,1,3,"R",689,"R",11,"R",678,"R",388,"R",0,"R",388,"R",118,"A",,"R",118,"R",118,"A",,"R",118,"R",0,"A",,"R",0,"R",5,"R",4,"R",113,"R",96,"B",,"B",,"B",,"B",,"R",18,"R",23,"R",17,"R",24,"R",16,"R",23
239512,1,1,1,1,2,2,3,1,3,"R",1335,"R",518,"R",817,"R",721,"R",262,"R",459,"R",168,"R",79,"R",89,"R",168,"R",79,"R",89,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
239628,1,1,1,2,2,3,1,1,3,"R",2553,"R",1038,"R",1514,"R",1666,"R",648,"R",1018,"R",214,"R",96,"R",118,"R",214,"R",96,"R",118,"A",,"A",,"A",,"R",14,"R",7,"R",198,"R",93,"R",440,"R",580,"R",420,"R",580,"R",21,"R",26,"R",21,"R",26,"R",21,"R",26
239716,1,2,1,2,1,3,1,1,3,"R",3605,"R",1535,"R",2070,"R",2934,"R",1187,"R",1747,"R",584,"R",238,"R",346,"R",583,"R",238,"R",345,"R",1,"R",0,"R",1,"R",10,"R",2,"R",569,"R",97,"R",450,"R",620,"R",510,"R",610,"R",22,"R",27,"R",21,"R",28,"R",20,"R",27
239743,1,3,1,2,1,3,2,1,3,"R",481,"R",156,"R",283,"R",264,"R",88,"R",146,"R",56,"R",22,"R",34,"R",56,"R",22,"R",34,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
240055,1,1,1,1,3,3,1,1,3,"R",6029,"R",2819,"R",3210,"R",4548,"R",2182,"R",2366,"R",3195,"R",1558,"R",1637,"R",2571,"R",1282,"R",1289,"R",624,"R",276,"R",348,"R",0,"Z",0,"R",2952,"R",92,"A",,"A",,"A",,"A",,"R",18,"R",23,"R",16,"R",22,"R",16,"R",24
240107,1,2,1,2,2,2,1,2,3,"R",1770,"R",675,"R",1095,"R",1107,"R",341,"R",766,"R",312,"R",93,"R",219,"R",311,"R",92,"R",219,"R",1,"R",1,"R",0,"R",10,"R",3,"R",295,"R",95,"R",430,"R",490,"R",390,"R",530,"R",20,"R",26,"R",20,"R",26,"R",19,"R",26
240189,1,2,1,2,2,3,1,3,3,"R",7291,"R",3701,"R",3590,"R",5056,"R",2479,"R",2577,"R",2220,"R",1179,"R",1041,"R",2199,"R",1168,"R",1031,"R",21,"R",11,"R",10,"R",13,"R",1,"R",2180,"R",98,"R",420,"R",520,"R",470,"R",590,"R",20,"R",25,"R",19,"R",24,"R",18,"R",25
240268,1,1,1,1,3,3,1,1,3,"R",6510,"R",2281,"R",4229,"R",5078,"R",1674,"R",3404,"R",2318,"R",802,"R",1516,"R",2304,"R",798,"R",1506,"R",14,"R",4,"R",10,"R",0,"Z",0,"R",2299,"R",99,"A",,"A",,"A",,"A",,"R",22,"R",26,"R",21,"R",26,"R",21,"R",26
240277,1,3,1,1,3,3,1,1,3,"R",2687,"R",896,"R",1791,"R",1965,"R",648,"R",1317,"R",872,"R",286,"R",586,"R",824,"R",281,"R",543,"R",48,"R",5,"R",43,"R",0,"Z",0,"R",839,"R",96,"A",,"A",,"A",,"A",,"R",20,"R",25,"R",19,"R",25,"R",18,"R",25
240329,1,1,1,1,2,2,1,1,3,"R",6588,"R",2683,"R",3905,"R",4891,"R",1882,"R",3009,"R",2093,"R",866,"R",1227,"R",2089,"R",864,"R",1225,"R",4,"R",2,"R",2,"R",0,"Z",0,"R",2073,"R",99,"A",,"A",,"A",,"A",,"R",23,"R",27,"R",22,"R",26,"R",23,"R",27
240338,1,3,1,2,2,3,1,1,3,"R",658,"R",292,"R",366,"R",594,"R",253,"R",341,"R",228,"R",99,"R",129,"R",228,"R",99,"R",129,"R",0,"R",0,"R",0,"R",13,"R",6,"R",221,"R",97,"R",490,"R",600,"R",530,"R",650,"R",21,"R",27,"R",20,"R",28,"R",20,"R",27
240365,1,1,1,1,3,3,1,1,3,"R",5612,"R",2269,"R",3343,"R",3649,"R",1412,"R",2237,"R",1501,"R",599,"R",902,"R",1487,"R",592,"R",895,"R",14,"R",7,"R",7,"R",0,"Z",0,"R",1455,"R",97,"A",,"A",,"A",,"A",,"R",20,"R",24,"R",19,"R",24,"R",19,"R",25
240374,1,2,1,1,3,3,1,1,3,"R",2126,"R",941,"R",1185,"R",1328,"R",583,"R",745,"R",666,"R",303,"R",363,"R",634,"R",288,"R",346,"R",32,"R",15,"R",17,"R",0,"Z",0,"R",633,"R",95,"A",,"A",,"A",,"A",,"R",18,"R",23,"R",17,"R",23,"R",19,"R",23
240392,3,3,1,3,3,3,2,2,1,"R",323,"R",67,"R",256,"R",271,"R",62,"R",209,"R",187,"R",31,"R",156,"R",102,"R",18,"R",84,"R",85,"R",13,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
240417,1,1,1,1,2,3,1,1,3,"R",3430,"R",1793,"R",1637,"R",3032,"R",1596,"R",1436,"R",1588,"R",892,"R",696,"R",1562,"R",877,"R",685,"R",26,"R",15,"R",11,"R",0,"Z",0,"R",1551,"R",98,"A",,"A",,"A",,"A",,"R",19,"R",25,"R",18,"R",24,"R",18,"R",25
240426,1,1,1,1,3,3,1,1,3,"R",1356,"R",599,"R",757,"R",1032,"R",448,"R",584,"R",376,"R",176,"R",200,"R",371,"R",175,"R",196,"R",5,"R",1,"R",4,"R",0,"Z",0,"R",320,"R",85,"A",,"A",,"A",,"A",,"R",19,"R",24,"R",17,"R",23,"R",18,"R",24
240444,1,2,1,1,2,3,1,1,3,"R",32839,"R",16088,"R",16751,"R",17281,"R",8024,"R",9257,"R",6430,"R",3045,"R",3385,"R",6414,"R",3040,"R",3374,"R",16,"R",5,"R",11,"R",1026,"R",16,"R",5594,"R",87,"R",560,"R",660,"R",640,"R",760,"R",27,"R",31,"R",26,"R",32,"R",26,"R",31
240453,1,2,1,2,3,3,1,1,3,"R",9991,"R",4362,"R",5629,"R",7322,"R",3081,"R",4241,"R",3118,"R",1410,"R",1708,"R",3079,"R",1393,"R",1686,"R",39,"R",17,"R",22,"R",0,"R",0,"R",3001,"R",96,"A",,"A",,"A",,"A",,"R",20,"R",25,"R",19,"R",25,"R",18,"R",25
240462,1,1,1,1,3,3,1,1,3,"R",4047,"R",2577,"R",1470,"R",3251,"R",2135,"R",1116,"R",1561,"R",1057,"R",504,"R",1549,"R",1047,"R",502,"R",12,"R",10,"R",2,"R",0,"Z",0,"R",1528,"R",98,"A",,"A",,"A",,"A",,"R",21,"R",26,"R",19,"R",27,"R",20,"R",27
240471,1,1,1,1,3,3,1,1,3,"R",3232,"R",1272,"R",1960,"R",2332,"R",861,"R",1471,"R",1219,"R",447,"R",772,"R",1112,"R",417,"R",695,"R",107,"R",30,"R",77,"R",0,"Z",0,"R",1194,"R",98,"A",,"A",,"A",,"A",,"R",20,"R",25,"R",18,"R",24,"R",20,"R",27
240480,1,1,1,1,2,3,1,1,3,"R",3989,"R",1776,"R",2213,"R",3248,"R",1428,"R",1820,"R",1591,"R",748,"R",843,"R",1571,"R",739,"R",832,"R",20,"R",9,"R",11,"R",0,"Z",0,"R",1524,"R",96,"A",,"A",,"A",,"A",,"R",20,"R",25,"R",19,"R",25,"R",18,"R",25
240727,1,3,1,1,3,3,1,1,3,"R",4883,"R",2391,"R",2491,"R",4643,"R",2242,"R",2400,"R",1551,"R",780,"R",771,"R",1534,"R",772,"R",762,"R",17,"R",8,"R",9,"R",204,"R",13,"R",1420,"R",92,"R",470,"R",600,"R",490,"R",610,"R",21,"R",27,"R",20,"R",27,"R",21,"R",27
241191,1,3,1,2,2,2,2,2,3,"R",297,"R",111,"R",186,"R",293,"R",107,"R",186,"R",158,"R",62,"R",96,"R",154,"R",59,"R",95,"R",4,"R",3,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
241225,1,3,1,3,3,3,2,3,1,"R",517,"R",189,"R",328,"R",232,"R",91,"R",141,"R",204,"R",77,"R",127,"R",182,"R",66,"R",116,"R",22,"R",11,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
241331,1,3,1,3,1,3,2,3,5,"R",126,"R",17,"R",109,"R",80,"R",10,"R",70,"R",51,"R",9,"R",42,"R",50,"R",9,"R",41,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
241395,1,3,1,3,2,2,2,2,3,"R",186,"R",57,"R",129,"R",181,"R",54,"R",127,"R",76,"R",26,"R",50,"R",75,"R",25,"R",50,"R",1,"R",1,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
241410,1,3,1,3,2,2,2,2,3,"R",2286,"R",804,"R",1482,"R",2233,"R",783,"R",1450,"R",941,"R",369,"R",572,"R",938,"R",368,"R",570,"R",3,"R",1,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
241720,1,2,1,3,2,3,3,3,1,"R",312,"R",135,"R",177,"R",298,"R",130,"R",168,"R",262,"R",117,"R",145,"R",259,"R",114,"R",145,"R",3,"R",3,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
241766,1,3,1,3,3,1,3,3,3,"R",110,"R",72,"R",38,"R",78,"R",50,"R",28,"R",70,"R",43,"R",27,"R",23,"R",15,"R",8,"R",47,"R",28,"R",19,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
241951,1,3,1,1,3,1,2,3,3,"R",91,"R",31,"R",60,"R",76,"R",28,"R",48,"R",72,"R",28,"R",44,"R",70,"R",27,"R",43,"R",2,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242042,1,3,1,3,3,3,3,3,2,"R",410,"R",216,"R",194,"R",350,"R",194,"R",156,"R",316,"R",166,"R",143,"R",309,"R",163,"R",141,"R",7,"R",3,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242556,1,3,1,1,3,3,3,3,3,"R",450,"R",216,"R",234,"R",353,"R",212,"R",141,"R",245,"R",141,"R",104,"R",212,"R",122,"R",90,"R",33,"R",19,"R",14,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242565,1,3,1,3,2,3,3,3,1,"R",322,"R",213,"R",109,"R",312,"R",208,"R",104,"R",257,"R",170,"R",87,"R",252,"R",167,"R",85,"R",5,"R",3,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242583,1,2,1,3,3,3,3,3,3,"R",412,"R",250,"R",162,"R",402,"R",243,"R",159,"R",338,"R",209,"R",129,"R",320,"R",194,"R",126,"R",18,"R",15,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242617,1,3,1,3,2,2,3,3,1,"R",1453,"R",662,"R",791,"R",1004,"R",487,"R",517,"R",942,"R",458,"R",484,"R",925,"R",452,"R",473,"R",17,"R",6,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242626,1,3,1,3,3,3,3,3,1,"R",1728,"R",710,"R",1018,"R",806,"R",362,"R",444,"R",787,"R",358,"R",429,"R",782,"R",355,"R",427,"R",5,"R",3,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242635,1,3,1,3,3,3,3,3,1,"R",1556,"R",618,"R",938,"R",723,"R",294,"R",429,"R",706,"R",289,"R",417,"R",692,"R",283,"R",409,"R",14,"R",6,"R",8,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242644,1,3,1,3,2,3,3,3,3,"R",1312,"R",572,"R",740,"R",546,"R",226,"R",320,"R",478,"R",201,"R",277,"R",470,"R",198,"R",272,"R",8,"R",3,"R",5,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242653,1,3,1,3,3,3,3,3,1,"R",3922,"R",1509,"R",2413,"R",647,"R",283,"R",364,"R",647,"R",283,"R",364,"R",629,"R",274,"R",355,"R",18,"R",9,"R",9,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242662,1,3,1,3,3,3,3,3,1,"R",1733,"R",701,"R",1032,"R",1011,"R",438,"R",573,"R",954,"R",416,"R",538,"R",937,"R",409,"R",528,"R",17,"R",7,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242680,1,3,1,3,3,3,3,3,1,"R",556,"R",252,"R",303,"R",402,"R",184,"R",218,"R",386,"R",180,"R",206,"R",383,"R",179,"R",204,"R",3,"R",1,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242699,1,3,1,3,2,3,3,3,1,"R",561,"R",212,"R",349,"R",275,"R",96,"R",179,"R",259,"R",91,"R",168,"R",252,"R",90,"R",162,"R",7,"R",1,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242705,1,3,1,3,3,3,3,3,1,"R",2227,"R",1138,"R",1089,"R",950,"R",529,"R",421,"R",910,"R",513,"R",397,"R",893,"R",502,"R",391,"R",17,"R",11,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242945,1,3,3,3,3,3,3,3,3,"R",316,"R",106,"R",210,"R",316,"R",106,"R",210,"R",221,"R",86,"R",135,"R",178,"R",71,"R",107,"R",43,"R",15,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242954,1,3,3,3,3,3,3,3,3,"R",108,"R",26,"R",82,"R",108,"R",26,"R",82,"R",67,"R",14,"R",53,"R",62,"R",14,"R",48,"R",5,"R",0,"R",5,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242972,1,3,1,3,3,3,3,3,3,"R",1341,"R",393,"R",948,"R",869,"R",247,"R",622,"R",457,"R",149,"R",308,"R",431,"R",144,"R",287,"R",26,"R",5,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
242981,1,3,1,3,3,3,3,3,3,"R",416,"R",165,"R",251,"R",286,"R",114,"R",172,"R",176,"R",76,"R",100,"R",153,"R",67,"R",86,"R",23,"R",9,"R",14,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243106,1,3,1,3,3,3,1,3,3,"R",1315,"R",592,"R",723,"R",1110,"R",483,"R",627,"R",955,"R",424,"R",531,"R",955,"R",424,"R",531,"A",,"A",,"A",,"R",955,"R",100,"Z",0,"Z",0,"R",461,"R",574,"R",458,"R",590,"A",,"A",,"A",,"A",,"A",,"A",
243115,1,3,1,2,3,3,3,3,1,"R",2084,"R",832,"R",1252,"R",1064,"R",425,"R",639,"R",937,"R",371,"R",566,"R",933,"R",370,"R",563,"R",4,"R",1,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243133,1,3,1,3,3,3,3,3,1,"R",5443,"R",2776,"R",2667,"R",1238,"R",631,"R",607,"R",1147,"R",600,"R",547,"R",1145,"R",599,"R",546,"R",2,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243142,1,3,1,3,3,3,1,2,1,"R",4442,"R",1589,"R",2853,"R",1177,"R",447,"R",730,"R",934,"R",370,"R",564,"R",928,"R",366,"R",562,"R",6,"R",4,"R",2,"R",934,"R",100,"Z",0,"Z",0,"R",470,"R",581,"R",447,"R",558,"A",,"A",,"A",,"A",,"A",,"A",
243151,1,3,1,3,3,3,1,3,3,"R",1048,"R",349,"R",699,"R",1010,"R",333,"R",677,"R",808,"R",267,"R",341,"R",807,"R",267,"R",340,"R",1,"R",0,"R",1,"R",808,"R",100,"Z",0,"Z",0,"R",491,"R",612,"R",473,"R",617,"A",,"A",,"A",,"A",,"A",,"A",
243179,1,3,1,3,3,3,3,3,1,"R",2485,"R",903,"R",1582,"R",1064,"R",362,"R",702,"R",972,"R",319,"R",653,"R",965,"R",316,"R",649,"R",7,"R",3,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243188,1,3,1,3,3,3,3,3,1,"R",1493,"R",654,"R",839,"R",1094,"R",496,"R",598,"R",651,"R",321,"R",330,"R",651,"R",321,"R",330,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243197,1,3,1,3,3,3,3,3,1,"R",3492,"R",1854,"R",1638,"R",2576,"R",1366,"R",1210,"R",2334,"R",1242,"R",1092,"R",2333,"R",1241,"R",1092,"R",1,"R",1,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243212,1,3,1,3,3,3,3,3,1,"R",2339,"R",971,"R",1368,"R",1048,"R",463,"R",585,"R",889,"R",396,"R",493,"R",888,"R",396,"R",492,"R",1,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243221,1,3,1,3,3,1,3,3,1,"R",6353,"R",2503,"R",3850,"R",3256,"R",1279,"R",1977,"R",2759,"R",1059,"R",1700,"R",2727,"R",1043,"R",1684,"R",32,"R",16,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243443,1,3,1,3,1,3,3,3,1,"R",2841,"R",894,"R",1947,"R",1497,"R",515,"R",982,"R",632,"R",245,"R",387,"R",591,"R",232,"R",359,"R",41,"R",13,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243568,1,3,1,2,1,2,3,3,2,"R",25,"R",7,"R",18,"R",19,"R",5,"R",14,"R",18,"R",5,"R",13,"R",18,"R",5,"R",13,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243586,1,3,1,3,2,2,2,2,3,"R",518,"R",199,"R",319,"R",516,"R",199,"R",317,"R",260,"R",106,"R",154,"R",259,"R",105,"R",154,"R",1,"R",1,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243638,1,3,3,3,3,3,2,2,1,"R",1607,"R",718,"R",889,"R",1188,"R",503,"R",685,"R",760,"R",305,"R",455,"R",599,"R",248,"R",351,"R",161,"R",57,"R",104,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243665,1,1,1,2,3,3,1,1,3,"R",1789,"R",526,"R",1263,"R",1645,"R",480,"R",1165,"R",345,"R",127,"R",218,"R",315,"R",115,"R",200,"R",30,"R",12,"R",18,"R",273,"R",79,"R",28,"R",8,"R",370,"R",470,"R",320,"R",443,"R",15,"R",21,"R",15,"R",17,"R",15,"R",21
243744,2,3,1,2,1,3,1,2,3,"R",43997,"R",23005,"R",20992,"R",2118,"R",1031,"R",1087,"R",1739,"R",854,"R",885,"R",1739,"R",854,"R",885,"A",,"A",,"A",,"R",1344,"R",77,"R",890,"R",51,"R",680,"R",780,"R",700,"R",800,"R",31,"R",35,"R",32,"R",35,"R",30,"R",35
243780,1,2,1,1,1,3,1,3,3,"R",49007,"R",29804,"R",19203,"R",27427,"R",15351,"R",12076,"R",7399,"R",4253,"R",3146,"R",7378,"R",4240,"R",3138,"R",21,"R",13,"R",8,"R",4887,"R",66,"R",4401,"R",59,"R",520,"R",630,"R",550,"R",690,"R",25,"R",31,"R",24,"R",32,"R",26,"R",32
243799,3,3,1,3,1,1,3,1,1,"R",14,"R",1,"R",13,"R",2,"R",0,"R",2,"R",2,"A",,"R",2,"R",2,"A",,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
243832,1,3,1,3,3,2,3,3,1,"R",525,"R",156,"R",369,"R",367,"R",109,"R",258,"R",141,"R",45,"R",96,"R",102,"R",32,"R",70,"R",39,"R",13,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
244437,1,3,1,2,3,3,3,1,1,"R",10241,"R",4386,"R",5855,"R",5418,"R",2391,"R",3027,"R",2370,"R",1107,"R",1263,"R",1412,"R",706,"R",706,"R",958,"R",401,"R",557,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
245652,2,2,1,2,1,3,2,1,3,"R",298,"R",162,"R",136,"R",187,"R",107,"R",80,"R",69,"R",33,"R",36,"R",69,"R",33,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
245777,3,3,2,1,1,3,3,3,3,"R",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
246035,3,3,1,3,3,3,3,3,1,"R",114,"R",17,"R",97,"R",90,"R",11,"R",79,"R",46,"R",4,"R",42,"R",46,"R",4,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
246974,3,3,1,3,3,3,3,3,1,"R",104,"R",11,"R",93,"R",47,"R",3,"R",44,"R",26,"R",2,"R",24,"R",26,"R",2,"R",24,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
247649,1,3,1,2,1,2,2,1,1,"R",484,"R",325,"R",159,"R",175,"R",126,"R",49,"R",104,"R",72,"R",32,"R",104,"R",72,"R",32,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
