UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75 
148849,2,3,1,2,1,3,2,1,3,"R",67,"R",32,"R",33,"R",25,"R",15,"R",10,"R",11,"R",5,"R",6,"R",11,"R",5,"R",6,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
148955,3,3,1,3,3,1,3,3,1,"R",25,"R",1,"R",24,"R",17,"R",1,"R",16,"R",16,"R",1,"R",15,"R",16,"R",1,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
149222,1,2,1,1,3,3,1,3,3,"R",10896,"R",4987,"R",5890,"R",8883,"R",4134,"R",4749,"R",2775,"R",1368,"R",1407,"R",2756,"R",1353,"R",1403,"R",19,"R",15,"R",4,"R",192,"R",7,"R",2630,"R",95,"R",475,"R",630,"R",490,"R",640,"A",,"A",,"R",19,"R",26,"R",19,"R",26,"R",17,"R",26,"A",,"A",
149231,1,1,1,2,3,3,1,1,3,"R",7594,"R",3049,"R",4545,"R",6604,"R",2697,"R",3907,"R",2126,"R",969,"R",1157,"R",2093,"R",953,"R",1140,"R",33,"R",16,"R",17,"R",41,"R",2,"R",2101,"R",99,"R",440,"R",600,"R",480,"R",570,"R",425,"R",560,"R",20,"R",26,"R",20,"R",26,"R",19,"R",26,"A",,"A",
149310,3,3,1,3,3,1,3,3,1,"R",33,"R",8,"R",25,"R",33,"R",8,"R",25,"R",22,"R",4,"R",18,"R",22,"R",4,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
149329,3,3,2,1,1,2,3,3,4,"R",18,"R",18,"R",0,"R",18,"R",18,"A",,"R",18,"R",18,"A",,"R",18,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
149505,1,2,1,1,1,2,1,1,3,"R",695,"R",236,"R",459,"R",627,"R",210,"R",417,"R",190,"R",68,"R",122,"R",190,"R",68,"R",122,"R",0,"R",0,"R",0,"R",25,"R",13,"R",184,"R",97,"R",450,"R",560,"R",460,"R",620,"A",,"A",,"R",20,"R",27,"R",20,"R",27,"R",19,"R",26,"A",,"A",
149514,1,2,1,1,1,3,1,1,4,"R",397,"R",197,"R",200,"R",397,"R",196,"R",200,"R",162,"R",84,"R",78,"R",162,"R",84,"R",78,"A",,"A",,"A",,"R",34,"R",21,"R",129,"R",80,"R",440,"R",620,"R",410,"R",590,"A",,"A",,"R",20,"R",26,"R",19,"R",26,"R",18,"R",25,"A",,"A",
149639,1,2,3,2,1,1,1,1,4,"R",46,"R",24,"R",22,"R",35,"R",13,"R",22,"R",25,"R",11,"R",14,"R",25,"R",11,"R",14,"A",,"A",,"A",,"R",3,"R",12,"R",21,"R",84,"R",532,"R",577,"R",540,"R",620,"R",525,"R",575,"R",20,"R",28,"R",19,"R",28,"R",20,"R",30,"R",7,"R",8
149772,1,2,1,2,3,3,1,1,3,"R",10671,"R",4698,"R",5973,"R",7431,"R",3215,"R",4216,"R",1605,"R",746,"R",859,"R",1578,"R",730,"R",848,"R",27,"R",16,"R",11,"R",0,"R",0,"R",1579,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",23,"R",17,"R",23,"R",17,"R",23,"A",,"A",
149781,1,2,1,1,1,3,1,1,3,"R",2010,"R",809,"R",1201,"R",1390,"R",625,"R",765,"R",607,"R",288,"R",319,"R",606,"R",288,"R",318,"R",1,"R",0,"R",1,"R",316,"R",52,"R",398,"R",66,"R",600,"R",710,"R",590,"R",700,"R",600,"R",700,"R",27,"R",32,"R",27,"R",34,"R",26,"R",31,"R",8,"R",9
150066,1,1,1,1,1,3,1,2,3,"R",2659,"R",965,"R",1694,"R",1460,"R",537,"R",923,"R",441,"R",189,"R",252,"R",433,"R",186,"R",247,"R",8,"R",3,"R",5,"R",298,"R",70,"R",255,"R",60,"R",460,"R",570,"R",460,"R",570,"A",,"A",,"R",21,"R",25,"R",21,"R",26,"R",20,"R",25,"A",,"A",
150136,2,3,1,1,3,3,1,1,3,"R",18107,"R",7012,"R",11095,"R",10842,"R",3938,"R",6904,"R",3597,"R",1383,"R",2214,"R",3589,"R",1380,"R",2209,"R",8,"R",3,"R",5,"R",1991,"R",55,"R",1578,"R",44,"R",500,"R",600,"R",500,"R",590,"R",480,"R",580,"R",20,"R",24,"R",19,"R",24,"R",18,"R",24,"A",,"A",
150145,1,3,1,2,3,3,1,1,3,"R",1215,"R",415,"R",800,"R",857,"R",295,"R",562,"R",224,"R",97,"R",127,"R",220,"R",95,"R",125,"R",4,"R",2,"R",2,"R",142,"R",65,"R",131,"R",60,"R",440,"R",570,"R",450,"R",600,"R",430,"R",550,"R",19,"R",26,"R",18,"R",25,"R",18,"R",25,"A",,"A",
150163,1,1,1,1,2,2,1,1,3,"R",10103,"R",4429,"R",5674,"R",6917,"R",2920,"R",3997,"R",972,"R",417,"R",555,"R",972,"R",417,"R",555,"R",0,"R",0,"R",0,"R",353,"R",36,"R",618,"R",64,"R",530,"R",630,"R",530,"R",650,"R",520,"R",610,"R",25,"R",29,"R",24,"R",31,"R",25,"R",29,"R",8,"R",9
150172,1,1,1,1,3,3,2,1,3,"R",524,"R",272,"R",252,"R",177,"R",92,"R",85,"R",124,"R",67,"R",57,"R",112,"R",57,"R",55,"R",12,"R",10,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
150400,1,2,1,2,1,3,1,1,3,"R",5304,"R",2464,"R",2818,"R",3002,"R",1288,"R",1714,"R",514,"R",238,"R",276,"R",514,"R",238,"R",276,"A",,"A",,"A",,"R",249,"R",48,"R",360,"R",70,"R",530,"R",640,"R",560,"R",660,"R",520,"R",630,"R",25,"R",29,"R",24,"R",31,"R",25,"R",29,"A",,"A",
150455,1,3,1,2,1,3,2,2,3,"R",2001,"R",960,"R",1041,"R",1291,"R",562,"R",729,"R",270,"R",135,"R",135,"R",270,"R",135,"R",135,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
150534,1,2,1,1,3,3,1,1,3,"R",2762,"R",1054,"R",1708,"R",2291,"R",879,"R",1412,"R",532,"R",255,"R",277,"R",532,"R",255,"R",277,"A",,"A",,"A",,"R",340,"R",64,"R",323,"R",61,"R",510,"R",610,"R",510,"R",620,"R",480,"R",590,"R",23,"R",28,"R",21,"R",29,"R",22,"R",28,"A",,"A",
150604,1,2,1,2,2,2,1,3,3,"R",2050,"R",1009,"R",1041,"R",1419,"R",662,"R",757,"R",327,"R",140,"R",187,"R",327,"R",140,"R",187,"A",,"A",,"A",,"R",294,"R",88,"R",167,"R",51,"R",450,"R",560,"R",470,"R",560,"R",440,"R",540,"R",20,"R",25,"R",19,"R",25,"R",19,"R",26,"R",6,"R",8
150668,1,1,1,1,1,3,1,1,3,"R",900,"R",343,"R",557,"R",486,"R",177,"R",309,"R",159,"R",75,"R",84,"R",159,"R",75,"R",84,"A",,"A",,"A",,"R",115,"R",72,"R",70,"R",44,"R",475,"R",620,"R",465,"R",640,"A",,"A",,"R",21,"R",28,"R",20,"R",29,"R",22,"R",29,"A",,"A",
150677,1,1,1,3,1,3,1,1,3,"R",3386,"R",1084,"R",2302,"R",2713,"R",858,"R",1855,"R",356,"R",141,"R",215,"R",356,"R",141,"R",215,"A",,"A",,"A",,"R",220,"R",62,"R",201,"R",56,"R",500,"R",610,"R",510,"R",610,"A",,"A",,"R",21,"R",27,"R",20,"R",27,"R",20,"R",27,"A",,"A",
150756,1,2,1,2,1,3,1,1,3,"R",2888,"R",1371,"R",1517,"R",1862,"R",784,"R",1078,"R",293,"R",127,"R",166,"R",293,"R",127,"R",166,"R",0,"R",0,"R",0,"R",168,"R",57,"R",119,"R",41,"R",470,"R",590,"R",470,"R",580,"R",450,"R",550,"R",23,"R",28,"A",,"A",,"A",,"A",,"A",,"A",
150774,1,2,1,2,2,2,1,3,3,"R",585,"R",323,"R",262,"R",545,"R",300,"R",245,"R",134,"R",81,"R",53,"R",134,"R",81,"R",53,"A",,"A",,"A",,"R",78,"R",58,"R",71,"R",53,"R",430,"R",540,"R",410,"R",520,"A",,"A",,"R",18,"R",24,"R",18,"R",25,"R",18,"R",24,"A",,"A",
150941,1,2,1,2,3,3,1,3,3,"R",761,"R",309,"R",452,"R",739,"R",303,"R",436,"R",226,"R",100,"R",126,"R",226,"R",100,"R",126,"R",0,"R",0,"R",0,"R",162,"R",72,"R",132,"R",58,"R",430,"R",568,"R",450,"R",560,"R",420,"R",540,"R",20,"R",26,"R",20,"R",26,"R",18,"R",26,"A",,"A",
151102,1,2,1,1,2,2,1,2,3,"R",3386,"R",1444,"R",1942,"R",3077,"R",1307,"R",1770,"R",1559,"R",682,"R",877,"R",1471,"R",646,"R",825,"R",88,"R",36,"R",52,"R",1333,"R",88,"R",539,"R",35,"R",440,"R",550,"R",440,"R",550,"R",420,"R",520,"R",19,"R",25,"R",18,"R",24,"R",18,"R",26,"A",,"A",
151111,2,2,1,1,3,3,1,1,4,"R",12920,"R",5234,"R",7686,"R",9107,"R",3504,"R",5603,"R",3949,"R",1641,"R",2308,"R",3772,"R",1538,"R",2234,"R",177,"R",103,"R",74,"R",3323,"R",84,"R",1730,"R",44,"R",440,"R",550,"R",440,"R",570,"R",430,"R",530,"R",19,"R",25,"R",18,"R",25,"R",18,"R",26,"R",6,"R",8
151166,3,3,3,3,3,1,3,3,1,"R",666,"R",163,"R",503,"R",666,"R",163,"R",503,"R",382,"R",87,"R",295,"R",163,"R",36,"R",127,"R",219,"R",51,"R",168,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
151263,1,1,1,1,2,3,1,1,3,"R",6796,"R",2598,"R",4198,"R",4518,"R",1616,"R",2902,"R",955,"R",354,"R",601,"R",954,"R",354,"R",600,"R",1,"R",0,"R",1,"R",786,"R",82,"R",512,"R",54,"R",450,"R",550,"R",450,"R",570,"R",440,"R",540,"R",19,"R",25,"R",19,"R",25,"R",18,"R",26,"A",,"A",
151290,1,2,1,2,2,2,1,2,3,"R",2633,"R",1535,"R",1098,"R",1858,"R",1093,"R",765,"R",426,"R",266,"R",160,"R",424,"R",265,"R",159,"R",2,"R",1,"R",1,"R",233,"R",55,"R",234,"R",55,"R",410,"R",510,"R",420,"R",540,"R",390,"R",490,"R",18,"R",24,"R",16,"R",23,"R",17,"R",25,"A",,"A",
151306,2,2,1,2,3,3,1,1,3,"R",5831,"R",1993,"R",3838,"R",4160,"R",1404,"R",2756,"R",1613,"R",573,"R",1040,"R",1589,"R",560,"R",1029,"R",24,"R",13,"R",11,"R",1049,"R",65,"R",780,"R",48,"R",440,"R",550,"R",450,"R",550,"R",430,"R",520,"R",19,"R",24,"R",18,"R",24,"R",17,"R",25,"A",,"A",
151324,1,2,2,2,2,2,1,1,3,"R",11258,"R",4663,"R",6595,"R",9292,"R",3671,"R",5621,"R",2739,"R",1178,"R",1561,"R",2735,"R",1175,"R",1560,"R",4,"R",3,"R",1,"R",2092,"R",76,"R",1151,"R",42,"R",410,"R",510,"R",400,"R",510,"R",390,"R",480,"R",16,"R",22,"R",15,"R",22,"R",16,"R",23,"R",6,"R",8
151333,2,2,1,1,3,3,1,1,4,"R",1408,"R",490,"R",918,"R",947,"R",327,"R",620,"R",526,"R",189,"R",337,"R",493,"R",178,"R",315,"R",33,"R",11,"R",22,"R",457,"R",87,"R",96,"R",18,"R",410,"R",520,"R",420,"R",520,"R",400,"R",490,"R",17,"R",22,"R",15,"R",21,"R",17,"R",23,"R",6,"R",8
151342,2,2,1,1,3,3,1,1,4,"R",2430,"R",950,"R",1480,"R",1782,"R",696,"R",1086,"R",944,"R",367,"R",577,"R",866,"R",335,"R",531,"R",78,"R",32,"R",46,"R",782,"R",83,"R",164,"R",17,"R",420,"R",520,"R",420,"R",520,"R",400,"R",500,"R",17,"R",23,"R",16,"R",23,"R",17,"R",23,"R",6,"R",8
151351,2,2,1,1,3,3,1,1,4,"R",36362,"R",15102,"R",20054,"R",27668,"R",12566,"R",15102,"R",7716,"R",3840,"R",3876,"R",7697,"R",3830,"R",3867,"R",19,"R",10,"R",9,"R",5546,"R",72,"R",4811,"R",62,"R",520,"R",630,"R",540,"R",660,"R",510,"R",620,"R",24,"R",30,"R",24,"R",31,"R",24,"R",29,"R",7,"R",9
151360,2,2,1,1,3,3,1,1,4,"R",1658,"R",595,"R",1063,"R",1273,"R",452,"R",821,"R",716,"R",264,"R",452,"R",652,"R",237,"R",415,"R",64,"R",27,"R",37,"R",470,"R",66,"R",347,"R",48,"R",390,"R",510,"R",400,"R",510,"R",390,"R",490,"R",17,"R",22,"R",15,"R",22,"R",16,"R",23,"R",6,"R",8
151379,2,2,1,1,3,3,1,1,4,"R",2038,"R",808,"R",1230,"R",1637,"R",634,"R",1003,"R",983,"R",408,"R",575,"R",894,"R",360,"R",534,"R",89,"R",48,"R",41,"R",619,"R",63,"R",475,"R",48,"R",430,"R",530,"R",420,"R",520,"R",410,"R",510,"R",18,"R",23,"R",17,"R",23,"R",17,"R",23,"R",6,"R",8
151388,2,2,1,2,3,3,1,1,4,"R",1388,"R",544,"R",844,"R",885,"R",320,"R",565,"R",413,"R",164,"R",249,"R",392,"R",157,"R",235,"R",21,"R",7,"R",14,"R",304,"R",74,"R",151,"R",37,"R",410,"R",510,"R",420,"R",520,"R",390,"R",490,"R",18,"R",23,"R",15,"R",22,"R",17,"R",23,"R",6,"R",8
151458,1,2,1,3,3,3,3,3,3,"R",620,"R",159,"R",461,"R",486,"R",133,"R",353,"R",178,"R",43,"R",135,"R",178,"R",43,"R",135,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
151467,1,2,1,3,3,3,3,3,3,"R",786,"R",124,"R",662,"R",399,"R",101,"R",298,"R",120,"R",32,"R",88,"R",120,"R",32,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
151494,3,3,1,3,3,3,3,1,3,"R",270,"R",150,"R",120,"R",214,"R",136,"R",78,"R",80,"R",55,"R",25,"R",77,"R",53,"R",24,"R",3,"R",2,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
151500,3,3,1,3,3,3,3,1,3,"R",131,"R",72,"R",59,"R",100,"R",64,"R",36,"R",38,"R",23,"R",15,"R",33,"R",20,"R",13,"R",5,"R",3,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
151519,3,3,1,3,3,3,3,1,3,"R",2087,"R",1233,"R",854,"R",1959,"R",1163,"R",796,"R",643,"R",369,"R",274,"R",319,"R",173,"R",146,"R",324,"R",196,"R",128,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
151537,3,3,1,3,3,1,3,3,3,"R",25,"R",5,"R",20,"R",10,"R",5,"R",5,"R",2,"R",1,"R",1,"R",2,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
151777,1,2,1,2,1,3,1,2,3,"R",2551,"R",1285,"R",1266,"R",1895,"R",946,"R",949,"R",431,"R",212,"R",219,"R",431,"R",212,"R",219,"R",0,"R",0,"R",0,"R",356,"R",83,"R",192,"R",45,"R",440,"R",540,"R",450,"R",560,"A",,"A",,"R",19,"R",24,"R",17,"R",24,"R",18,"R",25,"A",,"A",
151786,1,2,1,2,2,3,1,1,3,"R",2066,"R",911,"R",1155,"R",1166,"R",496,"R",670,"R",326,"R",160,"R",166,"R",326,"R",160,"R",166,"R",0,"R",0,"R",0,"R",249,"R",76,"R",195,"R",60,"R",450,"R",560,"R",450,"R",560,"A",,"A",,"R",20,"R",26,"R",18,"R",26,"R",19,"R",26,"A",,"A",
151801,1,1,1,2,2,3,1,1,3,"R",3433,"R",1119,"R",2314,"R",3263,"R",1041,"R",2222,"R",1471,"R",486,"R",985,"R",1457,"R",479,"R",978,"R",14,"R",7,"R",7,"R",393,"R",60,"R",434,"R",66,"R",470,"R",590,"R",460,"R",590,"R",450,"R",570,"R",21,"R",27,"R",21,"R",28,"R",20,"R",26,"R",7,"R",9
152080,2,2,1,2,1,3,1,2,3,"R",17901,"R",8834,"R",9067,"R",3785,"R",1924,"R",1861,"R",2011,"R",1051,"R",960,"R",2011,"R",1051,"R",960,"A",,"A",,"A",,"R",848,"R",42,"R",1163,"R",58,"R",660,"R",750,"R",680,"R",770,"A",,"A",,"R",32,"R",34,"A",,"A",,"A",,"A",,"A",,"A",
152099,1,2,1,2,2,3,1,1,3,"R",674,"R",243,"R",431,"R",371,"R",130,"R",241,"R",92,"R",37,"R",55,"R",91,"R",36,"R",55,"R",1,"R",1,"R",0,"R",50,"R",54,"R",51,"R",55,"R",420,"R",530,"R",420,"R",530,"A",,"A",,"R",18,"R",23,"R",17,"R",24,"R",17,"R",23,"A",,"A",
152248,1,1,1,2,3,3,1,1,3,"R",2351,"R",1141,"R",1210,"R",1403,"R",713,"R",690,"R",945,"R",502,"R",443,"R",906,"R",484,"R",422,"R",39,"R",18,"R",21,"R",586,"R",59,"R",428,"R",43,"R",430,"R",530,"R",430,"R",540,"A",,"A",,"A",,"A",,"R",17,"R",25,"R",18,"R",25,"A",,"A",
152266,2,2,1,2,3,3,1,2,3,"R",1455,"R",636,"R",819,"R",1055,"R",462,"R",593,"R",566,"R",267,"R",299,"R",536,"R",250,"R",286,"R",30,"R",17,"R",13,"R",398,"R",70,"R",163,"R",29,"R",430,"R",530,"R",420,"R",530,"R",400,"R",500,"R",18,"R",23,"R",16,"R",22,"R",17,"R",24,"R",6,"R",8
152318,2,2,1,1,1,3,1,1,3,"R",4404,"R",3371,"R",1033,"R",2589,"R",1875,"R",714,"R",582,"R",455,"R",127,"R",582,"R",455,"R",127,"A",,"A",,"A",,"R",377,"R",65,"R",407,"R",70,"R",550,"R",660,"R",640,"R",740,"R",540,"R",640,"R",27,"R",32,"R",25,"R",33,"R",28,"R",34,"A",,"A",
152336,1,2,1,2,2,2,1,1,3,"R",954,"R",353,"R",601,"R",924,"R",333,"R",591,"R",344,"R",144,"R",200,"R",344,"R",144,"R",200,"R",0,"R",0,"R",0,"R",293,"R",85,"R",160,"R",47,"R",430,"R",530,"R",440,"R",530,"R",410,"R",520,"R",19,"R",24,"R",17,"R",24,"R",18,"R",25,"A",,"A",
152363,1,2,1,2,3,3,1,1,3,"R",1572,"R",869,"R",703,"R",1044,"R",566,"R",478,"R",216,"R",120,"R",96,"R",216,"R",120,"R",96,"R",0,"R",0,"R",0,"R",102,"R",47,"R",111,"R",51,"R",450,"R",550,"R",440,"R",563,"A",,"A",,"R",18,"R",24,"R",17,"R",24,"R",17,"R",24,"A",,"A",
152381,1,2,1,1,1,2,1,1,3,"R",284,"R",3,"R",281,"R",284,"R",3,"R",281,"R",83,"R",2,"R",81,"R",81,"R",2,"R",79,"R",2,"R",0,"R",2,"R",64,"R",77,"R",30,"R",36,"R",430,"R",540,"R",400,"R",510,"R",430,"R",520,"R",17,"R",23,"R",18,"R",23,"R",17,"R",23,"A",,"A",
152390,1,1,1,2,1,3,1,1,3,"R",1687,"R",0,"R",1687,"R",1406,"A",,"R",1406,"R",378,"A",,"R",378,"R",378,"A",,"R",378,"A",,"A",,"A",,"R",176,"R",47,"R",276,"R",73,"R",510,"R",610,"R",500,"R",600,"R",500,"R",610,"R",23,"R",28,"R",24,"R",30,"R",23,"R",27,"A",,"A",
152497,1,3,1,2,2,3,1,1,4,"R",34,"R",1,"R",33,"R",22,"R",0,"R",22,"R",22,"A",,"R",22,"R",22,"A",,"R",22,"R",0,"A",,"R",0,"R",16,"R",73,"R",8,"R",36,"R",420,"R",520,"R",420,"R",540,"R",410,"R",490,"R",19,"R",20,"R",17,"R",20,"R",17,"R",20,"R",6,"R",8
152530,1,2,1,1,1,3,1,1,4,"R",1496,"R",650,"R",846,"R",1317,"R",567,"R",750,"R",435,"R",190,"R",245,"R",435,"R",190,"R",245,"R",0,"Z",0,"Z",0,"R",180,"R",41,"R",255,"R",59,"R",490,"R",630,"R",500,"R",630,"R",490,"R",610,"R",24,"R",30,"R",23,"R",32,"R",23,"R",29,"R",7,"R",8
152567,1,1,1,2,2,3,1,2,3,"R",2890,"R",1828,"R",1062,"R",2196,"R",1405,"R",791,"R",537,"R",375,"R",162,"R",537,"R",375,"R",162,"R",0,"R",0,"R",0,"R",349,"R",68,"R",322,"R",63,"R",455,"R",560,"R",490,"R",600,"A",,"A",,"R",21,"R",27,"R",22,"R",28,"R",19,"R",26,"A",,"A",
152600,2,2,1,2,2,2,1,1,3,"R",6491,"R",3031,"R",3460,"R",5346,"R",2452,"R",2894,"R",714,"R",325,"R",389,"R",714,"R",325,"R",389,"R",0,"R",0,"R",0,"R",338,"R",47,"R",517,"R",72,"R",500,"R",600,"R",500,"R",620,"R",480,"R",580,"R",23,"R",29,"R",23,"R",29,"R",23,"R",30,"A",,"A",
152673,1,1,1,1,1,3,1,1,3,"R",1259,"R",1259,"Z",0,"R",881,"R",881,"A",,"R",256,"R",256,"A",,"R",256,"R",256,"A",,"A",,"A",,"A",,"R",201,"R",79,"R",167,"R",65,"R",500,"R",600,"R",520,"R",640,"R",460,"R",590,"R",22,"R",27,"R",21,"R",28,"R",23,"R",28,"R",6,"R",8
152798,1,1,1,3,2,3,1,2,4,"R",2,"R",0,"R",2,"R",0,"A",,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
152822,1,2,1,3,3,3,2,1,2,"R",461,"R",231,"R",230,"R",273,"R",145,"R",128,"R",147,"R",76,"R",71,"R",139,"R",74,"R",65,"R",8,"R",2,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
152992,1,2,1,2,3,2,1,1,3,"R",1775,"R",1173,"R",602,"R",1095,"R",685,"R",410,"R",206,"R",115,"R",91,"R",206,"R",115,"R",91,"A",,"A",,"A",,"R",39,"R",19,"R",167,"R",81,"R",430,"R",520,"R",450,"R",570,"A",,"A",,"R",19,"R",24,"R",18,"R",24,"R",19,"R",24,"A",,"A",
153001,1,1,1,2,1,3,1,1,3,"R",1227,"R",640,"R",587,"R",833,"R",436,"R",397,"R",201,"R",104,"R",97,"R",201,"R",104,"R",97,"R",0,"R",0,"R",0,"R",4,"R",2,"R",185,"R",92,"R",390,"R",480,"R",440,"R",515,"R",390,"R",510,"R",20,"R",25,"R",20,"R",25,"R",19,"R",25,"A",,"A",
153108,1,2,1,1,2,3,1,1,4,"R",3068,"R",1424,"R",1644,"R",2114,"R",917,"R",1107,"R",429,"R",216,"R",213,"R",429,"R",216,"R",213,"A",,"A",,"A",,"R",17,"R",4,"R",413,"R",96,"R",465,"R",535,"R",445,"R",565,"A",,"A",,"R",21,"R",27,"R",20,"R",27,"R",20,"R",27,"A",,"A",
153126,1,1,1,1,3,3,1,1,3,"R",1359,"R",461,"R",898,"R",958,"R",307,"R",651,"R",183,"R",49,"R",134,"R",183,"R",49,"R",134,"R",0,"R",0,"R",0,"R",8,"R",4,"R",175,"R",96,"R",450,"R",528,"R",478,"R",540,"A",,"A",,"R",20,"R",24,"R",19,"R",24,"R",18,"R",25,"A",,"A",
153144,1,2,1,2,1,3,1,1,3,"R",3403,"R",1467,"R",1936,"R",1882,"R",791,"R",1091,"R",376,"R",157,"R",219,"R",376,"R",157,"R",219,"R",0,"R",0,"R",0,"R",41,"R",11,"R",359,"R",95,"R",500,"R",645,"R",530,"R",630,"R",480,"R",605,"R",22,"R",28,"R",22,"R",29,"R",22,"R",28,"A",,"A",
153162,1,2,1,1,1,2,1,1,3,"R",1915,"R",954,"R",961,"R",1410,"R",685,"R",725,"R",263,"R",131,"R",132,"R",263,"R",131,"R",132,"A",,"A",,"A",,"R",79,"R",30,"R",219,"R",83,"R",520,"R",680,"R",520,"R",650,"R",490,"R",640,"R",23,"R",30,"R",22,"R",31,"R",23,"R",28,"A",,"A",
153241,1,2,1,3,1,3,3,3,4,"R",11,"R",7,"R",4,"R",10,"R",6,"R",4,"R",9,"R",5,"R",4,"R",9,"R",5,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
153250,1,2,1,1,3,3,1,1,4,"R",1259,"R",793,"R",466,"R",919,"R",531,"R",388,"R",354,"R",201,"R",153,"R",352,"R",200,"R",152,"R",2,"R",1,"R",1,"R",81,"R",23,"R",304,"R",86,"R",480,"R",590,"R",480,"R",610,"R",450,"R",560,"R",21,"R",27,"R",21,"R",27,"R",20,"R",27,"A",,"A",
153269,1,3,1,2,2,3,1,1,3,"R",6476,"R",2749,"R",3727,"R",4485,"R",1799,"R",2686,"R",870,"R",367,"R",503,"R",869,"R",367,"R",502,"R",1,"Z",0,"R",1,"R",92,"R",11,"R",827,"R",95,"R",530,"R",640,"R",530,"R",670,"A",,"A",,"R",25,"R",30,"R",24,"R",31,"R",24,"R",29,"A",,"A",
153278,1,1,1,2,1,3,1,1,3,"R",1451,"R",939,"R",512,"R",1130,"R",732,"R",398,"R",446,"R",290,"R",156,"R",446,"R",290,"R",156,"R",0,"R",0,"R",0,"R",52,"R",12,"R",370,"R",83,"R",390,"R",490,"R",390,"R",490,"A",,"A",,"R",17,"R",23,"R",15,"R",23,"R",16,"R",23,"A",,"A",
