UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75 
101435,1,2,1,2,2,2,1,2,3,"R",1437,"R",894,"R",543,"R",839,"R",504,"R",335,"R",227,"R",136,"R",91,"R",227,"R",136,"R",91,"A",,"A",,"A",,"R",33,"R",15,"R",208,"R",92,"R",460,"R",560,"R",450,"R",530,"A",,"A",,"R",20,"R",24,"R",19,"R",25,"R",17,"R",24,"A",,"A",
101453,3,3,1,3,1,3,1,1,3,"R",4,"R",4,"R",0,"R",4,"R",4,"A",,"R",3,"R",3,"A",,"R",3,"R",3,"A",,"R",0,"R",0,"A",,"R",1,"R",33,"R",1,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101480,3,3,1,3,3,3,1,1,3,"R",2969,"R",1395,"R",1574,"R",2472,"R",1158,"R",1314,"R",1185,"R",572,"R",613,"R",1169,"R",564,"R",605,"R",16,"R",8,"R",8,"R",153,"R",13,"R",1083,"R",91,"R",430,"R",560,"R",430,"R",540,"A",,"A",,"R",19,"R",26,"R",20,"R",27,"R",17,"R",24,"A",,"A",
101541,1,2,1,2,2,3,2,2,3,"R",354,"Z",0,"R",354,"R",231,"A",,"R",231,"R",111,"A",,"R",111,"R",83,"A",,"R",83,"R",28,"A",,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101587,2,3,1,2,3,3,1,1,3,"R",1014,"R",468,"R",546,"R",730,"R",329,"R",401,"R",350,"R",172,"R",178,"R",348,"R",170,"R",178,"R",2,"R",2,"R",0,"R",0,"R",0,"R",350,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",23,"R",18,"R",24,"R",17,"R",22,"A",,"A",
101648,1,3,1,1,3,3,1,1,3,"R",808,"R",613,"R",195,"R",496,"R",394,"R",102,"R",278,"R",222,"R",56,"R",278,"R",222,"R",56,"A",,"A",,"A",,"R",105,"R",38,"R",222,"R",80,"R",495,"R",605,"R",500,"R",615,"A",,"A",,"R",19,"R",25,"R",18,"R",25,"R",17,"R",25,"A",,"A",
101693,1,2,1,2,3,3,1,1,3,"R",1009,"R",330,"R",679,"R",590,"R",179,"R",411,"R",275,"R",104,"R",171,"R",274,"R",104,"R",170,"R",1,"R",0,"R",1,"R",48,"R",17,"R",245,"R",89,"R",410,"R",530,"R",420,"R",510,"A",,"A",,"R",20,"R",24,"R",19,"R",26,"R",17,"R",23,"A",,"A",
101709,1,2,1,2,3,3,1,1,3,"R",1821,"R",549,"R",1272,"R",1353,"R",398,"R",955,"R",540,"R",176,"R",364,"R",530,"R",174,"R",356,"R",10,"R",2,"R",8,"R",12,"R",2,"R",517,"R",96,"R",495,"R",600,"R",460,"R",595,"R",480,"R",585,"R",20,"R",26,"R",21,"R",28,"R",17,"R",24,"A",,"A",
101879,1,3,1,2,3,3,1,1,3,"R",2765,"R",1086,"R",1679,"R",1877,"R",736,"R",1141,"R",944,"R",383,"R",561,"R",931,"R",374,"R",557,"R",13,"R",9,"R",4,"R",28,"R",3,"R",901,"R",95,"R",418,"R",593,"R",438,"R",530,"A",,"A",,"R",19,"R",25,"R",19,"R",26,"R",17,"R",24,"A",,"A",
101912,1,3,1,2,2,3,1,2,3,"R",2108,"R",834,"R",1274,"R",1009,"R",379,"R",630,"R",374,"R",163,"R",211,"R",374,"R",163,"R",211,"R",0,"R",0,"R",0,"R",204,"R",55,"R",228,"R",61,"R",422,"R",530,"R",390,"R",510,"A",,"A",,"R",17,"R",22,"R",16,"R",23,"R",16,"R",21,"A",,"A",
102049,1,3,1,4,1,4,1,2,2,"R",4577,"R",1554,"R",3023,"R",2725,"R",878,"R",1847,"R",730,"R",247,"R",483,"R",728,"R",247,"R",481,"R",2,"R",0,"R",2,"R",289,"R",40,"R",614,"R",84,"R",510,"R",620,"R",500,"R",615,"R",500,"R",610,"R",23,"R",29,"R",24,"R",30,"R",21,"R",27,"A",,"A",
102094,1,3,1,3,3,3,1,1,3,"R",5465,"R",2410,"R",3055,"R",4555,"R",1905,"R",2650,"R",2073,"R",912,"R",1161,"R",2033,"R",895,"R",1138,"R",40,"R",17,"R",23,"R",177,"R",9,"R",1870,"R",90,"R",450,"R",570,"R",450,"R",585,"R",430,"R",540,"R",20,"R",25,"R",20,"R",27,"R",18,"R",25,"R",6,"R",8
102234,1,2,1,2,1,3,1,1,3,"R",6245,"R",2240,"R",4005,"R",3233,"R",1131,"R",2102,"R",362,"R",134,"R",228,"R",362,"R",134,"R",228,"R",0,"R",0,"R",0,"R",69,"R",19,"R",319,"R",88,"R",470,"R",600,"R",480,"R",595,"A",,"A",,"R",22,"R",27,"R",22,"R",28,"R",19,"R",26,"A",,"A",
102261,1,3,1,2,1,3,1,1,3,"R",27,"R",15,"R",12,"R",27,"R",15,"R",12,"R",17,"R",8,"R",9,"R",11,"R",4,"R",7,"R",6,"R",4,"R",2,"R",0,"R",0,"R",8,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",21,"R",16,"R",25,"R",17,"R",18,"A",,"A",
102270,1,2,1,2,2,3,1,1,3,"R",4301,"R",1628,"R",2673,"R",2538,"R",959,"R",1579,"R",253,"R",122,"R",131,"R",253,"R",122,"R",131,"A",,"A",,"A",,"R",22,"R",9,"R",231,"R",91,"R",400,"R",495,"R",353,"R",495,"A",,"A",,"R",15,"R",18,"R",13,"R",18,"R",15,"R",17,"A",,"A",
102368,1,3,1,2,3,3,1,1,1,"R",6336,"R",2596,"R",3740,"R",2797,"R",1151,"R",1646,"R",2176,"R",849,"R",1327,"R",1376,"R",524,"R",852,"R",800,"R",325,"R",475,"R",90,"R",4,"R",1183,"R",54,"B",,"B",,"B",,"B",,"B",,"B",,"R",19,"R",26,"R",19,"R",27,"R",17,"R",24,"A",,"A",
102377,1,2,1,2,2,2,1,1,3,"R",7434,"R",2974,"R",4460,"R",3659,"R",1390,"R",2269,"R",636,"R",243,"R",393,"R",634,"R",241,"R",393,"R",2,"R",2,"R",0,"R",268,"R",42,"R",477,"R",75,"R",400,"R",510,"R",410,"R",520,"A",,"A",,"R",21,"R",22,"R",18,"R",22,"R",18,"R",22,"A",,"A",
102669,1,2,1,2,2,2,1,1,3,"R",328,"R",89,"R",239,"R",138,"R",40,"R",98,"R",19,"R",5,"R",14,"R",18,"R",5,"R",13,"R",1,"R",0,"R",1,"R",11,"R",58,"R",10,"R",53,"R",500,"R",610,"R",450,"R",555,"R",500,"R",560,"R",20,"R",25,"R",16,"R",23,"R",19,"R",23,"A",,"A",
103893,3,3,1,3,3,3,3,3,1,"R",208,"R",35,"R",173,"R",206,"R",35,"R",171,"R",131,"R",19,"R",112,"R",131,"R",19,"R",112,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103909,3,3,1,3,3,1,3,3,1,"R",109,"R",17,"R",92,"R",109,"R",17,"R",92,"R",70,"R",11,"R",59,"R",70,"R",11,"R",59,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103927,3,3,1,3,3,3,3,3,1,"R",72,"R",21,"R",51,"R",72,"R",21,"R",51,"R",51,"R",17,"R",34,"R",51,"R",17,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104151,2,2,1,2,3,3,1,1,3,"R",22581,"R",12092,"R",10489,"R",19042,"R",10124,"R",8918,"R",7647,"R",4214,"R",3433,"R",7594,"R",4190,"R",3404,"R",53,"R",24,"R",29,"R",4630,"R",61,"R",4073,"R",53,"R",500,"R",630,"R",520,"R",640,"A",,"A",,"R",22,"R",28,"R",21,"R",28,"R",23,"R",28,"A",,"A",
104179,2,2,1,2,3,2,2,1,3,"R",32723,"R",15133,"R",17590,"R",24417,"R",11133,"R",13284,"R",7744,"R",3621,"R",4123,"R",7052,"R",3307,"R",3745,"R",692,"R",314,"R",378,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104586,2,2,1,2,2,3,2,1,3,"R",1779,"R",1396,"R",383,"R",1426,"R",1097,"R",329,"R",505,"R",374,"R",131,"R",503,"R",373,"R",130,"R",2,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104717,1,3,1,3,3,3,2,1,3,"R",23901,"R",4997,"R",10384,"R",13759,"R",4204,"R",8238,"R",2980,"R",1045,"R",1920,"R",2231,"R",853,"R",1369,"R",749,"R",192,"R",551,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105163,3,3,1,3,3,3,3,1,3,"R",187,"R",101,"R",86,"R",175,"R",92,"R",83,"R",68,"R",22,"R",46,"R",53,"R",16,"R",37,"R",15,"R",6,"R",9,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105172,3,3,1,3,3,3,3,1,3,"R",173,"R",103,"R",70,"R",159,"R",93,"R",66,"R",76,"R",36,"R",40,"R",65,"R",33,"R",32,"R",11,"R",3,"R",8,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105330,1,1,1,3,3,3,2,1,3,"R",30855,"R",12323,"R",18532,"R",24991,"R",9651,"R",15340,"R",4981,"R",2107,"R",2874,"R",4472,"R",1817,"R",2655,"R",509,"R",290,"R",219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105589,1,3,1,2,1,3,1,1,3,"R",518,"R",171,"R",347,"R",356,"R",115,"R",241,"R",44,"R",16,"R",25,"R",44,"R",16,"R",25,"A",,"A",,"A",,"R",21,"R",51,"R",17,"R",42,"R",455,"R",635,"R",435,"R",570,"R",430,"R",575,"R",20,"R",28,"R",19,"R",31,"R",19,"R",27,"A",,"A",
105899,1,2,1,3,1,3,1,1,3,"R",550,"R",345,"R",205,"R",312,"R",191,"R",121,"R",154,"R",92,"R",62,"R",154,"R",92,"R",62,"R",0,"R",0,"R",0,"R",73,"R",47,"R",79,"R",51,"R",420,"R",550,"R",420,"R",540,"A",,"A",,"R",19,"R",24,"R",18,"R",25,"R",18,"R",25,"A",,"A",
106245,1,3,1,2,3,3,1,1,3,"R",1751,"R",719,"R",1032,"R",1038,"R",459,"R",579,"R",734,"R",303,"R",431,"R",700,"R",287,"R",413,"R",34,"R",16,"R",18,"R",15,"R",2,"R",603,"R",82,"R",410,"R",530,"R",460,"R",560,"R",410,"R",500,"R",20,"R",25,"R",20,"R",26,"R",19,"R",25,"A",,"A",
106342,1,2,1,2,2,2,1,1,3,"R",1952,"R",927,"R",1025,"R",1199,"R",566,"R",633,"R",254,"R",158,"R",96,"R",254,"R",158,"R",96,"A",,"A",,"A",,"R",50,"R",20,"R",242,"R",95,"R",465,"R",545,"R",475,"R",580,"R",435,"R",510,"R",22,"R",27,"R",21,"R",29,"R",22,"R",26,"A",,"A",
106397,1,2,1,1,2,3,1,1,3,"R",18984,"R",8180,"R",10804,"R",11777,"R",5107,"R",6670,"R",4571,"R",2076,"R",2495,"R",4518,"R",2051,"R",2467,"R",53,"R",25,"R",28,"R",1153,"R",25,"R",4161,"R",91,"R",500,"R",610,"R",510,"R",620,"A",,"A",,"R",23,"R",28,"R",23,"R",30,"R",23,"R",27,"A",,"A",
106412,1,2,1,2,3,3,1,1,3,"R",3508,"R",1466,"R",2042,"R",1357,"R",536,"R",821,"R",496,"R",239,"R",257,"R",484,"R",231,"R",253,"R",12,"R",8,"R",4,"R",36,"R",7,"R",460,"R",93,"R",370,"R",450,"R",393,"R",460,"R",368,"R",453,"R",16,"R",21,"R",14,"R",21,"R",16,"R",20,"A",,"A",
106458,1,2,1,2,3,3,1,1,3,"R",5086,"R",2252,"R",2834,"R",3682,"R",1619,"R",2063,"R",1698,"R",774,"R",924,"R",1681,"R",766,"R",915,"R",17,"R",8,"R",9,"R",34,"R",2,"R",1595,"R",94,"R",420,"R",500,"R",480,"R",560,"R",400,"R",490,"R",21,"R",26,"R",21,"R",28,"R",20,"R",26,"A",,"A",
106467,1,2,1,2,3,3,1,1,3,"R",4162,"R",1892,"R",2270,"R",3590,"R",1627,"R",1963,"R",1946,"R",952,"R",994,"R",1863,"R",919,"R",944,"R",83,"R",33,"R",50,"R",19,"R",1,"R",1702,"R",87,"R",410,"R",580,"R",440,"R",630,"R",410,"R",580,"R",18,"R",25,"R",18,"R",26,"R",17,"R",25,"A",,"A",
106546,1,3,1,3,1,1,1,1,3,"R",78,"R",13,"R",65,"R",48,"R",7,"R",41,"R",27,"R",3,"R",24,"R",27,"R",3,"R",24,"A",,"A",,"A",,"R",0,"R",0,"R",27,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",23,"R",19,"R",24,"R",16,"R",24,"A",,"A",
106704,1,2,1,3,3,3,1,1,1,"R",5160,"R",2002,"R",3158,"R",4864,"R",1851,"R",3013,"R",2232,"R",903,"R",1329,"R",2154,"R",876,"R",1278,"R",78,"R",27,"R",51,"R",53,"R",2,"R",2107,"R",94,"R",430,"R",550,"R",450,"R",580,"R",420,"R",530,"R",19,"R",26,"R",20,"R",27,"R",18,"R",25,"A",,"A",
106713,1,1,1,2,3,3,1,1,3,"R",488,"R",252,"R",236,"R",278,"R",153,"R",125,"R",143,"R",81,"R",62,"R",134,"R",74,"R",60,"R",9,"R",7,"R",2,"R",15,"R",10,"R",128,"R",90,"R",420,"R",470,"R",460,"R",540,"R",410,"R",490,"R",19,"R",23,"R",18,"R",24,"R",18,"R",24,"A",,"A",
107044,2,2,2,2,1,3,1,1,4,"R",2269,"R",985,"R",1284,"R",2249,"R",975,"R",1274,"R",1067,"R",466,"R",601,"R",1060,"R",465,"R",595,"R",7,"R",1,"R",6,"R",302,"R",28,"R",953,"R",89,"R",480,"R",610,"R",470,"R",610,"A",,"A",,"R",22,"R",28,"R",22,"R",30,"R",20,"R",27,"A",,"A",
107071,1,1,1,3,3,4,1,1,4,"R",3571,"R",1591,"R",1980,"R",2242,"R",982,"R",1260,"R",774,"R",378,"R",396,"R",768,"R",374,"R",394,"R",6,"R",4,"R",2,"R",43,"R",6,"R",720,"R",93,"R",440,"R",530,"R",460,"R",530,"A",,"A",,"R",18,"R",24,"R",18,"R",25,"R",18,"R",24,"A",,"A",
107080,1,2,1,1,1,3,1,1,4,"R",1665,"R",765,"R",900,"R",1379,"R",612,"R",767,"R",314,"R",138,"R",176,"R",314,"R",138,"R",176,"A",,"A",,"A",,"R",129,"R",41,"R",264,"R",84,"R",540,"R",660,"R",540,"R",660,"A",,"A",,"R",25,"R",31,"R",25,"R",29,"R",24,"R",29,"A",,"A",
107141,1,2,1,2,1,3,2,1,3,"R",1201,"R",421,"R",780,"R",838,"R",312,"R",526,"R",318,"R",136,"R",182,"R",318,"R",136,"R",182,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
107512,1,2,1,2,3,2,1,1,3,"R",1732,"R",791,"R",941,"R",1223,"R",564,"R",659,"R",420,"R",215,"R",205,"R",420,"R",215,"R",205,"A",,"A",,"A",,"R",96,"R",23,"R",359,"R",85,"R",470,"R",580,"R",490,"R",590,"A",,"A",,"R",21,"R",28,"R",21,"R",29,"R",20,"R",27,"A",,"A",
107558,1,2,1,2,2,3,1,1,4,"R",668,"R",269,"R",399,"R",594,"R",236,"R",358,"R",171,"R",77,"R",94,"R",171,"R",77,"R",94,"A",,"A",,"A",,"R",30,"R",18,"R",144,"R",84,"R",450,"R",540,"R",480,"R",560,"R",430,"R",490,"R",20,"R",26,"R",19,"R",26,"R",19,"R",25,"A",,"A",
107585,3,3,1,3,3,3,1,1,1,"R",1215,"R",514,"R",701,"R",751,"R",333,"R",418,"R",478,"R",205,"R",273,"R",390,"R",173,"R",217,"R",88,"R",32,"R",56,"R",4,"R",1,"R",350,"R",73,"R",470,"R",510,"R",470,"R",480,"R",420,"R",490,"R",17,"R",22,"R",16,"R",23,"R",17,"R",22,"A",,"A",
107877,1,2,1,2,3,3,1,1,3,"R",576,"R",247,"R",329,"R",406,"R",163,"R",243,"R",165,"R",81,"R",84,"R",164,"R",81,"R",83,"R",1,"R",0,"R",1,"R",16,"R",10,"R",149,"R",90,"R",380,"R",470,"R",450,"R",540,"A",,"A",,"R",19,"R",23,"R",19,"R",24,"R",17,"R",23,"A",,"A",
107983,2,2,1,2,3,3,1,1,4,"R",2502,"R",1101,"R",1401,"R",1787,"R",787,"R",1000,"R",718,"R",363,"R",355,"R",699,"R",345,"R",354,"R",19,"R",18,"R",1,"R",35,"R",5,"R",689,"R",96,"R",410,"R",540,"R",440,"R",540,"A",,"A",,"R",18,"R",24,"R",18,"R",24,"R",17,"R",24,"A",,"A",
108092,1,2,1,2,3,3,2,1,3,"R",4001,"R",1715,"R",2286,"R",2252,"R",950,"R",1302,"R",1188,"R",520,"R",668,"R",1130,"R",485,"R",645,"R",58,"R",35,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
108250,3,3,1,3,3,3,3,1,3,"R",207,"R",147,"R",60,"R",178,"R",123,"R",55,"R",67,"R",37,"R",30,"R",60,"R",35,"R",25,"R",7,"R",2,"R",5,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
108852,2,3,1,3,1,1,3,3,3,"R",1612,"R",564,"R",1048,"R",325,"R",120,"R",205,"R",148,"R",59,"R",89,"R",148,"R",59,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109651,2,3,1,2,3,1,2,1,3,"R",534,"R",209,"R",325,"R",432,"R",154,"R",278,"R",174,"R",77,"R",97,"R",174,"R",77,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109785,1,2,1,2,1,3,1,2,3,"R",5202,"R",1770,"R",3432,"R",4257,"R",1443,"R",2814,"R",1046,"R",362,"R",684,"R",1039,"R",361,"R",678,"R",7,"R",1,"R",6,"R",843,"R",81,"R",461,"R",44,"R",490,"R",540,"R",490,"R",540,"R",480,"R",530,"R",21,"R",24,"R",21,"R",24,"R",21,"R",24,"R",8,"R",8
110060,2,3,1,2,1,1,3,2,3,"R",172,"R",119,"R",53,"R",115,"R",81,"R",34,"R",100,"R",68,"R",32,"R",93,"R",63,"R",30,"R",7,"R",5,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110097,1,3,1,2,1,3,1,1,4,"R",3874,"R",1230,"R",2644,"R",2921,"R",888,"R",2033,"R",945,"R",318,"R",626,"R",944,"R",317,"R",626,"R",1,"R",1,"R",0,"R",751,"R",79,"R",368,"R",39,"R",490,"R",620,"R",490,"R",620,"R",490,"R",610,"R",22,"R",28,"R",21,"R",29,"R",21,"R",27,"A",,"A",
110185,1,3,3,3,3,3,3,1,3,"R",341,"R",117,"R",224,"R",338,"R",115,"R",223,"R",72,"R",27,"R",45,"R",40,"R",16,"R",24,"R",32,"R",11,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110361,1,2,1,2,1,3,1,2,3,"R",4211,"R",1514,"R",2697,"R",3355,"R",1182,"R",2173,"R",1099,"R",440,"R",659,"R",1074,"R",431,"R",643,"R",25,"R",9,"R",16,"R",896,"R",82,"R",416,"R",38,"R",420,"R",550,"R",420,"R",550,"R",420,"R",530,"R",18,"R",24,"R",18,"R",24,"R",17,"R",24,"A",,"A",
110370,1,3,1,2,1,1,2,1,3,"R",2005,"R",643,"R",1362,"R",1277,"R",380,"R",897,"R",272,"R",86,"R",186,"R",272,"R",86,"R",186,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110404,2,2,1,1,1,3,1,1,3,"R",6525,"R",4832,"R",1693,"R",576,"R",309,"R",267,"R",226,"R",136,"R",90,"R",226,"R",136,"R",90,"A",,"A",,"A",,"R",200,"R",88,"R",93,"R",41,"R",730,"R",800,"R",770,"R",800,"R",730,"R",790,"R",34,"R",35,"R",34,"R",35,"R",35,"R",36,"A",,"A",
110413,1,2,1,1,1,3,1,1,3,"R",6490,"R",2812,"R",3678,"R",3957,"R",1609,"R",2348,"R",556,"R",224,"R",332,"R",556,"R",224,"R",332,"A",,"A",,"A",,"R",442,"R",79,"R",253,"R",46,"R",500,"R",600,"R",500,"R",600,"R",500,"R",590,"R",22,"R",27,"R",21,"R",27,"R",21,"R",27,"A",,"A",
